Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
PORSCHE Boxster GTS,2.5,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,19,25,21,4,No,413
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,21,28,24,5,No,372
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,21,28,24,5,No,372
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,20,26,22,4,No,401
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,20,26,22,4,No,401
PORSCHE Cayman,2,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,22,29,25,5,No,353
PORSCHE Cayman,2,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,22,29,25,5,No,353
PORSCHE Cayman,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,21,28,24,5,No,369
PORSCHE Cayman,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,21,28,24,5,No,369
PORSCHE Cayman GTS,2.5,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,20,26,22,4,No,400
PORSCHE Cayman GTS,2.5,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,20,26,22,4,No,400
PORSCHE Cayman GTS,2.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,19,25,21,4,No,413
PORSCHE Cayman GTS,2.5,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,19,25,21,4,No,413
PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,21,28,24,5,No,372
PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,21,28,24,5,No,372
PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KPRXV02.5B82,small car,3,20,26,22,4,No,401
PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KPRXV02.5B82,small car,3,20,26,22,4,No,401
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KCRXT05.75P0,pickup,5,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KCRXT05.75P0,pickup,5,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KCRXT05.75P0,pickup,5,15,21,17,3,No,523
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KCRXT05.75P0,pickup,5,15,21,17,3,No,523
SUBARU Ascent,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFJXT02.4CZA,standard SUV,3,21,27,23,5,No,387
SUBARU Ascent,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFJXT02.4CZA,standard SUV,3,21,27,23,5,No,387
SUBARU Ascent Limited/Touring,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFJXT02.4CZA,standard SUV,3,20,26,22,4,No,401
SUBARU Ascent Limited/Touring,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFJXT02.4CZA,standard SUV,3,20,26,22,4,No,401
SUBARU Crosstrek,2,4,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,small SUV,7,23,29,25,5,No,353
SUBARU Crosstrek,2,4,Man-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,small SUV,6,23,29,25,5,No,353
SUBARU Crosstrek,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,small SUV,7,27,33,29,6,No,301
SUBARU Crosstrek,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,small SUV,6,27,33,29,6,No,301
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,midsize car,7,24,32,27,6,No,331
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,midsize car,6,24,32,27,6,No,331
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,station wagon,6,24,31,26,5,No,335
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,midsize car,7,28,38,32,7,Yes,282
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,station wagon,7,28,36,31,7,Yes,284
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,midsize car,6,28,38,32,7,Yes,282
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,station wagon,6,28,36,31,7,Yes,284
SUBARU Impreza 4-Door Sport,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
SUBARU Impreza 4-Door Sport,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,midsize car,6,23,31,26,5,No,337
SUBARU Impreza 4-Door Sport,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,midsize car,7,27,36,30,7,Yes,291
SUBARU Impreza 4-Door Sport,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,midsize car,6,27,36,30,7,Yes,291
SUBARU Impreza 5-Door Sport,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,station wagon,7,22,30,25,5,No,351
SUBARU Impreza 5-Door Sport,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,station wagon,6,22,30,25,5,No,351
SUBARU Impreza 5-Door Sport,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KFJXJ02.5BUY,station wagon,7,27,35,30,7,Yes,292
SUBARU Impreza 5-Door Sport,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KFJXJ02.5BUY,station wagon,6,27,35,30,7,Yes,292
SUBARU WRX,2,4,Man-6,4WD,Gasoline,CA,L2,California LEV-II LEV,KFJXV02.0FPT,small car,1,21,27,23,5,No,383
SUBARU WRX,2,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KFJXV02.0FPT,small car,1,21,27,23,5,No,383
SUBARU WRX,2,4,SCV-8,4WD,Gasoline,CA,L2,California LEV-II LEV,KFJXV02.0FPT,small car,1,18,24,21,4,No,420
SUBARU WRX,2,4,SCV-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KFJXV02.0FPT,small car,1,18,24,21,4,No,420
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,KFJXV02.5JHZ,small car,1,17,22,19,3,No,476
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KFJXV02.5JHZ,small car,1,17,22,19,3,No,476
TOYOTA Avalon,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
TOYOTA Avalon,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KTYXV02.5P33,midsize car,7,43,43,43,9,Yes,203
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KTYXV02.5P33,midsize car,7,43,43,43,9,Yes,203
TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KTYXV02.5P33,midsize car,7,43,44,44,10,Elite,201
TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KTYXV02.5P33,midsize car,7,43,44,44,10,Elite,201
TOYOTA Avalon XLE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5B,midsize car,5,22,32,26,5,No,341
TOYOTA Avalon XLE,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5B,midsize car,5,22,32,26,5,No,341
TOYOTA C-HR,2,4,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KTYXV02.0K6B,small car,3,27,31,29,6,No,305
TOYOTA C-HR,2,4,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KTYXV02.0K6B,small car,3,27,31,29,6,No,305
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KTYXV01.8B6A,midsize car,3,28,36,32,7,Yes,281
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,KTYXV01.8B6A,midsize car,3,28,36,32,7,Yes,281
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KTYXV01.8B6A,midsize car,3,27,35,30,7,Yes,289
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,KTYXV01.8B6A,midsize car,3,27,35,30,7,Yes,289
TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KTYXV01.8B6A,midsize car,3,28,35,31,7,Yes,286
TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,KTYXV01.8B6A,midsize car,3,28,35,31,7,Yes,286
TOYOTA Corolla Hatchback,2,4,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KTYXV02.0N4B,small car,6,28,37,31,7,Yes,280
TOYOTA Corolla Hatchback,2,4,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KTYXV02.0N4B,small car,6,28,37,31,7,Yes,280
TOYOTA Corolla Hatchback,2,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KTYXV02.0N4B,small car,6,32,42,36,8,Yes,249
TOYOTA Corolla Hatchback,2,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KTYXV02.0N4B,small car,6,32,42,36,8,Yes,249
TOYOTA Corolla Hatchback XSE,2,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KTYXV02.0N4B,small car,6,30,38,33,8,Yes,266
TOYOTA Corolla Hatchback XSE,2,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KTYXV02.0N4B,small car,6,30,38,33,8,Yes,266
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KTYXV01.8M5B,midsize car,5,29,38,33,8,Yes,271
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KTYXV01.8M5B,midsize car,5,30,40,34,8,Yes,263
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KTYXV01.8M5B,midsize car,5,29,38,33,8,Yes,271
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KTYXV01.8M5B,midsize car,5,30,40,34,8,Yes,263
VOLKSWAGEN Jetta,1.4,4,AMS-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVGAV01.4V1P,small car,7,30,40,34,8,Yes,262
VOLKSWAGEN Jetta,1.4,4,AMS-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVGAV01.4V1P,small car,7,30,40,34,8,Yes,262
VOLKSWAGEN Jetta,1.4,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVGAV01.4V1P,small car,7,30,40,34,8,Yes,263
VOLKSWAGEN Jetta,1.4,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVGAV01.4V1P,small car,7,30,40,34,8,Yes,263
VOLVO S60,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,small car,5,24,36,28,6,No,316
VOLVO S60,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,small car,5,24,36,28,6,No,316
VOLVO S60,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVVXJ02.0S30,small car,7,21,32,25,5,No,351
VOLVO S60,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVVXJ02.0S30,small car,7,21,32,25,5,No,351
VOLVO S90,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,midsize car,5,23,35,27,6,No,328
VOLVO S90,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,midsize car,5,23,35,27,6,No,328
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVVXJ02.0S30,midsize car,7,21,31,25,5,No,359
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVVXJ02.0S30,midsize car,7,21,31,25,5,No,359
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,midsize car,5,22,31,26,5,No,345
VOLVO S90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,midsize car,5,22,31,26,5,No,345
VOLVO V60,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,station wagon,5,24,36,28,6,No,316
VOLVO V60,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,station wagon,5,24,36,28,6,No,316
VOLVO V60,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVVXJ02.0S30,station wagon,7,21,31,25,5,No,359
VOLVO V60,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVVXJ02.0S30,station wagon,7,21,31,25,5,No,359
VOLVO V90,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,station wagon,5,23,35,27,6,No,328
VOLVO V90,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,station wagon,5,23,35,27,6,No,328
VOLVO V90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVVXJ02.0S30,station wagon,7,21,31,25,5,No,359
VOLVO V90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVVXJ02.0S30,station wagon,7,21,31,25,5,No,359
VOLVO V90 CC,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVVXJ02.0S30,station wagon,7,20,30,24,5,No,371
VOLVO V90 CC,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVVXJ02.0S30,station wagon,7,20,30,24,5,No,371
VOLVO V90 CC,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,station wagon,5,22,31,25,5,No,353
VOLVO V90 CC,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,station wagon,5,22,31,25,5,No,353
VOLVO XC 60,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,small SUV,5,22,29,24,5,No,363
VOLVO XC 60,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,small SUV,5,22,29,24,5,No,363
VOLVO XC 60,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVVXJ02.0S30,small SUV,7,19,27,22,4,No,395
VOLVO XC 60,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVVXJ02.0S30,small SUV,7,19,27,22,4,No,395
VOLVO XC 60,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,small SUV,5,20,27,23,5,No,391
VOLVO XC 60,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,small SUV,5,20,27,23,5,No,391
VOLVO XC 90,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,standard SUV,5,21,29,24,5,No,365
VOLVO XC 90,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,standard SUV,5,21,29,24,5,No,365
VOLVO XC 90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KVVXJ02.0S30,standard SUV,7,19,26,22,4,No,402
VOLVO XC 90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KVVXJ02.0S30,standard SUV,7,19,26,22,4,No,402
VOLVO XC 90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXJ02.0U7A,standard SUV,5,20,27,23,5,No,391
VOLVO XC 90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXJ02.0U7A,standard SUV,5,20,27,23,5,No,391
VOLVO XC40,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXV02.0U7B,small SUV,5,23,33,27,6,No,331
VOLVO XC40,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXV02.0U7B,small SUV,5,23,33,27,6,No,331
VOLVO XC40,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KVVXT02.0U70,small SUV,5,23,31,26,5,No,340
VOLVO XC40,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KVVXT02.0U70,small SUV,5,23,31,26,5,No,340
