CHROM-BIN_START-BIN_END,N_VARIANTS,WEIGHTED_FST,MEAN_FST
A03-20550001-20650000,7,0.120957,0.0986577
A03-20575001-20675000,4,0.0299151,0.0466938
A03-20600001-20700000,11,0.286262,0.216427
A03-20625001-20725000,11,0.286262,0.216427
A03-20650001-20750000,7,0.386661,0.313418
A03-20675001-20775000,7,0.386661,0.313418
A03-20700001-20800000,3,0.36589,0.270387
A03-20725001-20825000,7,0.172273,0.133411
A03-20750001-20850000,7,0.172273,0.133411
A03-20775001-20875000,7,0.172273,0.133411
A03-20800001-20900000,4,0.0731989,0.0306797
A03-20825001-20925000,1,0.017174,0.017174
A03-20850001-20950000,1,0.017174,0.017174
A03-20875001-20975000,1,0.017174,0.017174
A03-20900001-21000000,14,0.0528749,0.0585694
A03-20925001-21025000,31,0.1528,0.150538
A03-20950001-21050000,38,0.217162,0.185705
A03-20975001-21075000,47,0.225614,0.190647
A03-21000001-21100000,34,0.286003,0.239929
A03-21025001-21125000,18,0.354337,0.250954
A03-21050001-21150000,11,0.2461,0.19337
A03-21075001-21175000,8,0.0900571,0.0712833
A03-21100001-21200000,11,0.193456,0.141508
A03-21125001-21225000,9,0.207986,0.148125
A03-21150001-21250000,10,0.180599,0.132996
A03-21175001-21275000,5,0.232991,0.203869
A03-21200001-21300000,10,0.12713,0.0820685
A03-21225001-21325000,16,0.134442,0.0993519
A03-21250001-21350000,15,0.143714,0.106187
A03-21275001-21375000,14,0.149899,0.111186
A03-21300001-21400000,7,0.16359,0.155509
A03-21325001-21425000,1,0.319619,0.319619
A03-21350001-21450000,2,0.22515,0.247048
A03-21375001-21475000,2,0.22515,0.247048
A03-21400001-21500000,1,0.174477,0.174477
A03-21425001-21525000,1,0.174477,0.174477
A03-21475001-21575000,6,0.107558,0.115058
A03-21500001-21600000,6,0.107558,0.115058
A03-21525001-21625000,6,0.107558,0.115058
A03-21550001-21650000,6,0.107558,0.115058
A03-21575001-21675000,2,0.00865754,0.00816054
A03-21600001-21700000,2,0.00865754,0.00816054
A03-21625001-21725000,2,0.00865754,0.00816054
A03-21650001-21750000,8,0.190055,0.199117
A03-21675001-21775000,6,0.266476,0.262769
A03-21700001-21800000,6,0.266476,0.262769
A03-21725001-21825000,6,0.266476,0.262769
A03-21775001-21875000,7,0.153842,0.130752
A03-21800001-21900000,9,0.154846,0.126543
A03-21825001-21925000,9,0.154846,0.126543
A03-21850001-21950000,9,0.154846,0.126543
A03-21875001-21975000,2,0.159224,0.111811
A03-21925001-22025000,4,0.0229196,0.0347397
A03-21950001-22050000,5,0.039945,0.0479009
A03-21975001-22075000,5,0.039945,0.0479009
A03-22000001-22100000,7,0.0939107,0.0877034
A03-22025001-22125000,10,0.14115,0.108699
A03-22050001-22150000,11,0.159705,0.11285
A03-22075001-22175000,26,0.212194,0.136462
A03-22100001-22200000,24,0.209068,0.132233
A03-22125001-22225000,17,0.245474,0.15068
A03-22150001-22250000,15,0.245957,0.153777
A03-22200001-22300000,8,0.128637,0.0920207
A03-22225001-22325000,9,0.127988,0.0810402
A03-22250001-22350000,25,0.0810947,0.0407863
A03-22275001-22375000,25,0.0810947,0.0407863
A03-22300001-22400000,17,0.0412741,0.016676
A03-22325001-22425000,25,0.0635054,0.0418336
A03-22350001-22450000,9,0.0840445,0.0839496
A03-22375001-22475000,16,0.0600593,0.0614774
A03-22400001-22500000,17,0.0598272,0.0578707
A03-22425001-22525000,10,0.0363384,0.0313228
A03-22450001-22550000,10,0.0363384,0.0313228
A03-22475001-22575000,3,0.0417023,0.0283787
A03-22500001-22600000,2,0.0426646,0.0424859
A03-22525001-22625000,2,0.027858,0.0337051
A03-22550001-22650000,2,0.027858,0.0337051
A03-22575001-22675000,2,0.027858,0.0337051
A03-22600001-22700000,16,0.480255,0.335045
A03-22625001-22725000,33,0.36083,0.241075
A03-22650001-22750000,33,0.36083,0.241075
A03-22675001-22775000,40,0.319018,0.21446
A03-22700001-22800000,33,0.129657,0.124739
A03-22725001-22825000,14,0.0942722,0.103873
A03-22750001-22850000,18,0.104015,0.116816
A03-22775001-22875000,13,0.103134,0.128046
A03-22800001-22900000,6,0.11908,0.138885
A03-22825001-22925000,14,0.131886,0.135988
A03-22850001-22950000,12,0.122185,0.108075
A03-22875001-22975000,10,0.129715,0.111206
A03-22900001-23000000,10,0.129715,0.111206
A03-22925001-23025000,2,0.0384432,0.0207629
A03-22950001-23050000,2,0.204138,0.120856
A03-22975001-23075000,3,0.17364,0.119336
A03-23000001-23100000,3,0.17364,0.119336
A03-23025001-23125000,3,0.17364,0.119336
A03-23050001-23150000,1,0.116295,0.116295
A03-23125001-23225000,2,0.0699347,0.0393197
A03-23150001-23250000,3,0.0811386,0.0654037
A03-23175001-23275000,3,0.0811386,0.0654037
A03-23200001-23300000,3,0.0811386,0.0654037
A03-23225001-23325000,1,0.117572,0.117572
A03-23250001-23350000,7,0.226108,0.157719
A03-23275001-23375000,7,0.226108,0.157719
A03-23300001-23400000,7,0.226108,0.157719
A03-23325001-23425000,7,0.226108,0.157719
A03-23425001-23525000,4,0.304906,0.289415
A03-23450001-23550000,4,0.304906,0.289415
A03-23475001-23575000,5,0.269978,0.253618
A03-23500001-23600000,8,0.190301,0.166886
A03-23525001-23625000,4,0.037086,0.044357
A03-23550001-23650000,4,0.037086,0.044357
A03-23575001-23675000,3,0.00673783,0.0223324
A03-23625001-23725000,3,0.0717924,0.112226
A03-23650001-23750000,3,0.0717924,0.112226
A03-23675001-23775000,3,0.0717924,0.112226
A03-23700001-23800000,3,0.0717924,0.112226
A03-23800001-23900000,8,0.424603,0.316645
A03-23825001-23925000,8,0.424603,0.316645
A03-23850001-23950000,12,0.307605,0.230017
A03-23875001-23975000,20,0.239437,0.165618
A03-23900001-24000000,12,0.0669462,0.0649336
A03-23925001-24025000,21,0.0701628,0.069471
A03-23950001-24050000,23,0.0921499,0.086097
A03-23975001-24075000,15,0.0989151,0.0952048
A03-24000001-24100000,15,0.0989151,0.0952048
A03-24025001-24125000,6,0.126656,0.124731
A03-24100001-24200000,3,0.0118421,0.0420816
A03-24125001-24225000,3,0.0118421,0.0420816
A03-24150001-24250000,3,0.0118421,0.0420816
A03-24175001-24275000,7,0.0839436,0.0761637
A03-24200001-24300000,11,0.0941432,0.0758219
A03-24225001-24325000,11,0.0941432,0.0758219
A03-24250001-24350000,11,0.0941432,0.0758219
A03-24275001-24375000,7,0.0817273,0.06102
A03-24500001-24600000,2,0.122352,0.0895885
A03-24525001-24625000,2,0.122352,0.0895885
A03-24550001-24650000,2,0.122352,0.0895885
A03-24575001-24675000,2,0.122352,0.0895885
A03-24675001-24775000,2,0.334385,0.355422
A03-24700001-24800000,4,0.212875,0.180072
A03-24725001-24825000,4,0.212875,0.180072
A03-24750001-24850000,4,0.212875,0.180072
A03-24775001-24875000,2,0.0107041,0.00472257
A03-24850001-24950000,5,0.469538,0.351777
A03-24875001-24975000,5,0.469538,0.351777
A03-24900001-25000000,5,0.469538,0.351777
A03-24925001-25025000,5,0.469538,0.351777
A03-24975001-25075000,5,0.0135394,0.00347048
A03-25000001-25100000,13,0.0169567,0.00973691
A03-25025001-25125000,18,0.0990933,0.0599398
A03-25050001-25150000,29,0.0935521,0.0764528
A03-25075001-25175000,26,0.0975141,0.0849705
A03-25100001-25200000,18,0.129253,0.116667
A03-25125001-25225000,13,0.0694512,0.0882821
A03-25150001-25250000,2,-0.00639774,0.0047258
A03-25175001-25275000,11,0.100531,0.0719241
A03-25200001-25300000,11,0.100531,0.0719241
A03-25225001-25325000,11,0.100531,0.0719241
A03-25250001-25350000,11,0.100531,0.0719241
A03-25275001-25375000,4,0.39987,0.318225
A03-25300001-25400000,9,0.429987,0.299996
A03-25325001-25425000,15,0.429188,0.299064
A03-25350001-25450000,15,0.429188,0.299064
A03-25375001-25475000,17,0.334528,0.230719
A03-25400001-25500000,16,0.251753,0.184601
A03-25425001-25525000,10,0.15115,0.116761
A03-25450001-25550000,11,0.137622,0.10425
A03-25475001-25575000,5,0.111478,0.087518
A03-25500001-25600000,1,-0.0208618,-0.0208618
A03-25525001-25625000,6,0.102899,0.0763695
A03-25550001-25650000,10,0.116342,0.0962342
A03-25575001-25675000,19,0.07785,0.0701787
A03-25600001-25700000,30,0.0875027,0.0802393
A03-25625001-25725000,31,0.106735,0.0998327
A03-25650001-25750000,32,0.0953052,0.0917304
A03-25675001-25775000,24,0.113484,0.106327
A03-25700001-25800000,19,0.0874098,0.0759428
A03-25725001-25825000,19,0.0284016,0.0379473
A03-25750001-25850000,13,0.0271497,0.030552
A03-25775001-25875000,12,0.028095,0.0341381
A03-25800001-25900000,14,0.0493951,0.0553058
A03-25825001-25925000,14,0.0926528,0.0649053
A03-25850001-25950000,14,0.0926528,0.0649053
A03-25875001-25975000,14,0.0926528,0.0649053
A03-25900001-26000000,6,0.150328,0.0965312
A03-25975001-26075000,4,0.11565,0.0620325
A03-26000001-26100000,6,0.120566,0.0703754
A03-26025001-26125000,18,0.241667,0.184308
A03-26050001-26150000,18,0.241667,0.184308
A03-26075001-26175000,14,0.266892,0.219244
A03-26100001-26200000,16,0.235866,0.201531
A03-26125001-26225000,4,0.067104,0.0823021
A03-26150001-26250000,4,0.067104,0.0823021
A03-26175001-26275000,4,0.067104,0.0823021
A03-26225001-26325000,1,0.187751,0.187751
A03-26250001-26350000,1,0.187751,0.187751
A03-26275001-26375000,1,0.187751,0.187751
A03-26300001-26400000,1,0.187751,0.187751
A03-26400001-26500000,4,0.000727348,0.00281128
A03-26425001-26525000,4,0.000727348,0.00281128
A03-26450001-26550000,4,0.000727348,0.00281128
A03-26475001-26575000,4,0.000727348,0.00281128
A03-26500001-26600000,7,0.0796264,0.0788768
A03-26525001-26625000,16,0.0875446,0.0687409
A03-26550001-26650000,21,0.0844587,0.0695059
A03-26575001-26675000,21,0.0844587,0.0695059
A03-26600001-26700000,14,0.0874263,0.0648204
A03-26625001-26725000,13,0.236562,0.168536
A03-26650001-26750000,8,0.286888,0.228899
A03-26675001-26775000,8,0.286888,0.228899
A03-26700001-26800000,16,0.183955,0.127892
A03-26725001-26825000,24,0.0659904,0.0694222
A03-26750001-26850000,24,0.0659904,0.0694222
A03-26775001-26875000,29,0.0595843,0.0649782
A03-26800001-26900000,22,0.0697669,0.0761143
A03-26825001-26925000,10,0.0758864,0.084005
A03-26850001-26950000,10,0.0758864,0.084005
A03-26875001-26975000,17,0.109732,0.0998067
A03-26900001-27000000,16,0.117698,0.105718
A03-26925001-27025000,12,0.100744,0.0895748
A03-26950001-27050000,13,0.149955,0.11161
A03-26975001-27075000,1,0.376036,0.376036
A03-27000001-27100000,1,0.376036,0.376036
A03-27025001-27125000,5,0.148065,0.138267
A03-27050001-27150000,5,0.0811666,0.0943575
A03-27075001-27175000,5,0.0811666,0.0943575
A03-27100001-27200000,6,0.0865497,0.102065
A03-27125001-27225000,3,0.15309,0.156574
A03-27150001-27250000,5,0.296994,0.214799
A03-27175001-27275000,5,0.296994,0.214799
A03-27200001-27300000,5,0.231375,0.191451
A03-27225001-27325000,4,0.234347,0.196157
A03-27250001-27350000,12,0.268178,0.186285
A03-27275001-27375000,12,0.268178,0.186285
A03-27300001-27400000,22,0.264851,0.194126
A03-27325001-27425000,22,0.264851,0.194126
A03-27350001-27450000,11,0.233039,0.187201
A03-27375001-27475000,25,0.142256,0.112262
A03-27400001-27500000,14,0.0573947,0.0533803
A03-27425001-27525000,14,0.0573947,0.0533803
A03-27450001-27550000,31,0.0660635,0.0741234
A03-27475001-27575000,18,0.0732221,0.0857867
A03-27500001-27600000,18,0.0732221,0.0857867
A03-27525001-27625000,26,0.0783088,0.079359
A03-27550001-27650000,12,0.122303,0.0955858
A03-27575001-27675000,11,0.126679,0.104852
A03-27600001-27700000,11,0.126679,0.104852
A03-27625001-27725000,9,0.231119,0.161325
A03-27650001-27750000,6,0.232169,0.136288
A03-27675001-27775000,6,0.232169,0.136288
A03-27700001-27800000,6,0.232169,0.136288
A03-27775001-27875000,1,0.0624168,0.0624168
A03-27800001-27900000,1,0.0624168,0.0624168
A03-27825001-27925000,2,0.109268,0.157613
A03-27850001-27950000,2,0.109268,0.157613
A03-27875001-27975000,8,0.210254,0.192743
A03-27900001-28000000,8,0.210254,0.192743
A03-27925001-28025000,7,0.208126,0.184162
A03-27950001-28050000,7,0.208126,0.184162
A03-28075001-28175000,1,0.284283,0.284283
A03-28100001-28200000,1,0.284283,0.284283
A03-28125001-28225000,2,0.184544,0.142289
A03-28150001-28250000,3,0.127077,0.109328
A03-28175001-28275000,2,0.0288188,0.0218501
A03-28200001-28300000,2,0.0288188,0.0218501
A03-28225001-28325000,3,0.0876102,0.0701322
A03-28250001-28350000,9,0.0760477,0.0746584
A03-28275001-28375000,17,0.121706,0.104979
A03-28300001-28400000,23,0.109703,0.0977494
A03-28325001-28425000,21,0.110781,0.0991069
A03-28350001-28450000,14,0.136594,0.112594
A03-28375001-28475000,6,0.0708429,0.0772656
A03-28400001-28500000,4,0.181978,0.139734
A03-28425001-28525000,9,0.198705,0.175555
A03-28450001-28550000,9,0.198705,0.175555
A03-28475001-28575000,12,0.228132,0.18378
A03-28500001-28600000,10,0.240926,0.199521
A03-28525001-28625000,5,0.247457,0.19483
A03-28550001-28650000,5,0.247457,0.19483
A03-28575001-28675000,15,0.062726,0.0399154
A03-28600001-28700000,13,0.0206484,0.0192265
A03-28625001-28725000,13,0.0206484,0.0192265
A03-28650001-28750000,13,0.0206484,0.0192265
A03-28700001-28800000,7,0.0491515,0.0354766
A03-28725001-28825000,7,0.0491515,0.0354766
A03-28750001-28850000,7,0.0491515,0.0354766
A03-28775001-28875000,7,0.0491515,0.0354766
A03-28925001-29025000,8,0.212129,0.169542
A03-28950001-29050000,8,0.212129,0.169542
A03-28975001-29075000,8,0.212129,0.169542
A03-29000001-29100000,9,0.210013,0.172549
A03-29025001-29125000,1,0.196599,0.196599
A03-29050001-29150000,1,0.196599,0.196599
A03-29075001-29175000,2,0.0909152,0.088605
A03-29100001-29200000,1,-0.0193889,-0.0193889
A03-29125001-29225000,1,-0.0193889,-0.0193889
A03-29150001-29250000,1,-0.0193889,-0.0193889
A03-29300001-29400000,3,0.421411,0.397077
A03-29325001-29425000,3,0.421411,0.397077
A03-29350001-29450000,6,0.199028,0.240801
A03-29375001-29475000,6,0.199028,0.240801
A03-29400001-29500000,18,0.0789988,0.0961154
A03-29425001-29525000,18,0.0789988,0.0961154
A03-29450001-29550000,17,0.0817995,0.0899103
A03-29475001-29575000,17,0.0817995,0.0899103
A03-29500001-29600000,2,0.0280537,0.025987
A03-29525001-29625000,2,0.0280537,0.025987
A03-29575001-29675000,7,0.123212,0.11894
A03-29600001-29700000,10,0.117675,0.108588
A03-29625001-29725000,12,0.103638,0.0900579
A03-29650001-29750000,12,0.103638,0.0900579
A03-29675001-29775000,5,0.0443655,0.0496224
A03-29700001-29800000,2,-0.00259437,-0.00259437
A03-29725001-29825000,4,0.271282,0.149326
A03-29750001-29850000,4,0.271282,0.149326
A03-29775001-29875000,16,0.31734,0.181971
A03-29800001-29900000,16,0.31734,0.181971
A03-29825001-29925000,12,0.335997,0.192852
A03-29850001-29950000,12,0.335997,0.192852
A03-29875001-29975000,1,-0.00165524,-0.00165524
A03-29900001-30000000,1,-0.00165524,-0.00165524
A03-29925001-30025000,1,-0.00165524,-0.00165524
A03-29950001-30050000,1,-0.00165524,-0.00165524
A03-30050001-30150000,5,0.00309034,0.0151764
A03-30075001-30175000,6,0.0402719,0.0324137
A03-30100001-30200000,6,0.0402719,0.0324137
A03-30125001-30225000,6,0.0402719,0.0324137
A03-30150001-30250000,5,0.227889,0.199447
A03-30175001-30275000,9,0.217914,0.196179
A03-30200001-30300000,16,0.261218,0.231898
A03-30225001-30325000,16,0.261218,0.231898
A03-30250001-30350000,12,0.266464,0.235978
A03-30275001-30375000,7,0.317397,0.277824
A03-30575001-30675000,4,0.252171,0.238838
A03-30600001-30700000,4,0.252171,0.238838
A03-30625001-30725000,4,0.252171,0.238838
A03-30650001-30750000,5,0.219066,0.219104
A03-30675001-30775000,5,0.0810564,0.064284
A03-30700001-30800000,5,0.0810564,0.064284
A03-30725001-30825000,5,0.0810564,0.064284
A03-30750001-30850000,4,0.0413481,0.045312
A03-30775001-30875000,1,0.0966303,0.0966303
A03-30800001-30900000,1,0.0966303,0.0966303
A03-30825001-30925000,5,0.144891,0.109968
A03-30850001-30950000,6,0.107672,0.0884562
A03-30875001-30975000,5,0.109537,0.0868214
A03-30900001-31000000,5,0.109537,0.0868214
A03-30925001-31025000,1,-0.0191024,-0.0191024
A03-30950001-31050000,3,0.094612,0.095215
A03-30975001-31075000,6,0.199094,0.129673
A03-31000001-31100000,6,0.199094,0.129673
A03-31025001-31125000,6,0.199094,0.129673
A03-31050001-31150000,3,0.259154,0.164132
A03-31200001-31300000,11,0.235144,0.201944
A03-31225001-31325000,11,0.235144,0.201944
A03-31250001-31350000,11,0.235144,0.201944
A03-31275001-31375000,11,0.235144,0.201944
A03-31325001-31425000,1,0.578987,0.578987
A03-31350001-31450000,1,0.578987,0.578987
A03-31375001-31475000,1,0.578987,0.578987
A03-31400001-31500000,1,0.578987,0.578987
A03-31450001-31550000,2,0.641643,0.62764
A03-31475001-31575000,2,0.641643,0.62764
A03-31500001-31600000,5,0.552863,0.544829
A03-31525001-31625000,5,0.552863,0.544829
A03-31550001-31650000,3,0.489842,0.489623
A03-31575001-31675000,3,0.489842,0.489623
A04-1-100000,44,0.216009,0.143502
A04-25001-125000,21,0.104998,0.0675243
A04-50001-150000,9,0.0547842,0.029064
A04-75001-175000,17,0.0671235,0.0461997
A04-100001-200000,10,0.0688684,0.0573248
A04-125001-225000,14,0.107544,0.0749946
A04-150001-250000,18,0.0967719,0.0658898
A04-175001-275000,13,0.117582,0.0827057
A04-200001-300000,12,0.126768,0.089441
A04-225001-325000,12,0.153295,0.114041
A04-250001-350000,21,0.115393,0.0981508
A04-275001-375000,19,0.128255,0.104252
A04-300001-400000,18,0.129882,0.107403
A04-325001-425000,14,0.101208,0.0829551
A04-350001-450000,1,0.332605,0.332605
A04-400001-500000,3,0.0700043,0.0781165
A04-425001-525000,3,0.0700043,0.0781165
A04-450001-550000,11,0.106356,0.108025
A04-475001-575000,11,0.106356,0.108025
A04-500001-600000,8,0.115322,0.119241
A04-525001-625000,14,0.203848,0.165453
A04-550001-650000,16,0.338911,0.287867
A04-575001-675000,16,0.338911,0.287867
A04-600001-700000,16,0.338911,0.287867
A04-625001-725000,10,0.369476,0.324346
A04-650001-750000,2,-0.0123651,-0.0123185
A04-675001-775000,4,0.0233988,0.00720959
A04-700001-800000,4,0.0233988,0.00720959
A04-725001-825000,10,0.345734,0.200097
A04-750001-850000,8,0.391027,0.253201
A04-775001-875000,26,0.387395,0.337114
A04-800001-900000,26,0.387395,0.337114
A04-825001-925000,20,0.365079,0.339642
A04-850001-950000,20,0.365079,0.339642
A04-1000001-1100000,9,0.214453,0.225691
A04-1025001-1125000,9,0.214453,0.225691
A04-1050001-1150000,9,0.214453,0.225691
A04-1075001-1175000,9,0.214453,0.225691
A04-1125001-1225000,2,0.062259,0.0594289
A04-1150001-1250000,2,0.062259,0.0594289
A04-1175001-1275000,3,0.0665832,0.0656016
A04-1200001-1300000,8,0.0712735,0.0660354
A04-1225001-1325000,6,0.0760586,0.0682376
A04-1250001-1350000,6,0.0760586,0.0682376
A04-1275001-1375000,6,0.0652842,0.0587636
A04-1300001-1400000,10,0.155496,0.137947
A04-1325001-1425000,14,0.145677,0.133858
A04-1350001-1450000,14,0.145677,0.133858
A04-1375001-1475000,21,0.139282,0.125408
A04-1400001-1500000,12,0.115919,0.106267
A04-1425001-1525000,13,0.122967,0.105514
A04-1450001-1550000,13,0.122967,0.105514
A04-1475001-1575000,5,0.131122,0.118207
A04-1500001-1600000,6,0.112864,0.100622
A04-1525001-1625000,1,0.0126987,0.0126987
A04-1550001-1650000,1,0.0126987,0.0126987
A04-1575001-1675000,6,0.151502,0.144579
A04-1600001-1700000,8,0.224226,0.203305
A04-1625001-1725000,9,0.278718,0.237955
A04-1650001-1750000,9,0.278718,0.237955
A04-1675001-1775000,4,0.370441,0.321705
A04-1700001-1800000,1,0.515151,0.515151
A04-1800001-1900000,1,0.226485,0.226485
A04-1825001-1925000,1,0.226485,0.226485
A04-1850001-1950000,1,0.226485,0.226485
A04-1875001-1975000,1,0.226485,0.226485
A04-1925001-2025000,3,0.302255,0.331043
A04-1950001-2050000,3,0.302255,0.331043
A04-1975001-2075000,3,0.302255,0.331043
A04-2000001-2100000,3,0.302255,0.331043
A04-2050001-2150000,2,0.0262056,0.0258468
A04-2075001-2175000,2,0.0262056,0.0258468
A04-2100001-2200000,9,0.124531,0.107286
A04-2125001-2225000,9,0.124531,0.107286
A04-2150001-2250000,7,0.141976,0.130554
A04-2175001-2275000,7,0.141976,0.130554
A04-2200001-2300000,7,0.154293,0.113206
A04-2225001-2325000,7,0.154293,0.113206
A04-2250001-2350000,7,0.154293,0.113206
A04-2275001-2375000,7,0.154293,0.113206
A04-2375001-2475000,3,0.153288,0.108906
A04-2400001-2500000,3,0.153288,0.108906
A04-2425001-2525000,14,0.184402,0.123412
A04-2450001-2550000,14,0.184402,0.123412
A04-2475001-2575000,11,0.193599,0.127368
A04-2500001-2600000,11,0.193599,0.127368
A04-2550001-2650000,2,0.0558368,0.0504727
A04-2575001-2675000,11,0.0162397,0.00968037
A04-2600001-2700000,11,0.0162397,0.00968037
A04-2625001-2725000,11,0.0162397,0.00968037
A04-2650001-2750000,12,0.0405952,0.0396444
A04-2675001-2775000,6,0.0839304,0.0988665
A04-2700001-2800000,7,0.118212,0.137499
A04-2725001-2825000,7,0.118212,0.137499
A04-2750001-2850000,7,0.0994828,0.131163
A04-2775001-2875000,4,0.139895,0.198785
A04-2800001-2900000,4,0.0990905,0.126187
A04-2825001-2925000,11,0.083651,0.0996843
A04-2850001-2950000,8,0.0740628,0.083835
A04-2875001-2975000,8,0.0740628,0.083835
A04-2900001-3000000,7,0.0736994,0.0845399
A04-2950001-3050000,2,-0.00883115,-0.00284775
A04-2975001-3075000,2,-0.00883115,-0.00284775
A04-3000001-3100000,2,-0.00883115,-0.00284775
A04-3025001-3125000,2,-0.00883115,-0.00284775
A04-3100001-3200000,4,0.0187462,0.0166192
A04-3125001-3225000,4,0.0187462,0.0166192
A04-3150001-3250000,4,0.0187462,0.0166192
A04-3175001-3275000,4,0.0187462,0.0166192
A04-3200001-3300000,6,0.0131938,0.0282179
A04-3225001-3325000,6,0.0131938,0.0282179
A04-3250001-3350000,6,0.0131938,0.0282179
A04-3275001-3375000,14,0.124523,0.0965969
A04-3300001-3400000,13,0.186753,0.145317
A04-3325001-3425000,13,0.186753,0.145317
A04-3350001-3450000,16,0.193175,0.154214
A04-3375001-3475000,8,0.200968,0.160548
A04-3400001-3500000,3,0.211869,0.192769
A04-3425001-3525000,4,0.182917,0.155476
A04-3450001-3550000,1,0.0435966,0.0435966
A04-3475001-3575000,10,0.260649,0.192189
A04-3500001-3600000,13,0.23518,0.161416
A04-3525001-3625000,15,0.218392,0.136679
A04-3550001-3650000,15,0.218392,0.136679
A04-3575001-3675000,12,0.0933538,0.0756199
A04-3600001-3700000,9,0.0918421,0.0812133
A04-3625001-3725000,6,0.127319,0.122591
A04-3650001-3750000,6,0.127319,0.122591
A04-3675001-3775000,4,0.112942,0.104907
A04-3700001-3800000,4,0.112942,0.104907
A04-3725001-3825000,4,0.112942,0.104907
A04-3750001-3850000,6,0.195093,0.152715
A04-3775001-3875000,2,0.266696,0.248331
A04-3800001-3900000,2,0.266696,0.248331
A04-3825001-3925000,2,0.266696,0.248331
A04-3925001-4025000,2,0.0343104,0.0476568
A04-3950001-4050000,2,0.0343104,0.0476568
A04-3975001-4075000,2,0.0343104,0.0476568
A04-4000001-4100000,2,0.0343104,0.0476568
A04-4025001-4125000,8,0.119567,0.116095
A04-4050001-4150000,9,0.116262,0.111168
A04-4075001-4175000,9,0.116262,0.111168
A04-4100001-4200000,9,0.116262,0.111168
A04-4125001-4225000,1,0.0717509,0.0717509
A04-4175001-4275000,8,0.0691127,0.0641707
A04-4200001-4300000,8,0.0691127,0.0641707
A04-4225001-4325000,8,0.0691127,0.0641707
A04-4250001-4350000,8,0.0691127,0.0641707
A04-4275001-4375000,10,0.0141016,0.00930156
A04-4300001-4400000,10,0.0141016,0.00930156
A04-4325001-4425000,17,0.0577761,0.0396878
A04-4350001-4450000,17,0.0577761,0.0396878
A04-4375001-4475000,9,0.0830579,0.0797062
A04-4400001-4500000,9,0.0830579,0.0797062
A04-4425001-4525000,3,0.064029,0.0595534
A04-4450001-4550000,6,0.0635323,0.0505811
A04-4475001-4575000,4,0.0576361,0.041952
A04-4500001-4600000,8,0.205675,0.102135
A04-4525001-4625000,21,0.204174,0.144347
A04-4550001-4650000,32,0.135102,0.103129
A04-4575001-4675000,32,0.135102,0.103129
A04-4600001-4700000,35,0.0937497,0.0882739
A04-4625001-4725000,21,0.0261442,0.0396384
A04-4650001-4750000,7,0.0432078,0.0626763
A04-4675001-4775000,10,0.0631984,0.083653
A04-4700001-4800000,3,0.245712,0.132599
A04-4725001-4825000,4,0.201135,0.144632
A04-4750001-4850000,4,0.201135,0.144632
A04-4775001-4875000,1,0.180732,0.180732
A04-4800001-4900000,1,0.180732,0.180732
A04-4825001-4925000,1,-0.0236827,-0.0236827
A04-4850001-4950000,1,-0.0236827,-0.0236827
A04-4875001-4975000,1,-0.0236827,-0.0236827
A04-4900001-5000000,1,-0.0236827,-0.0236827
A04-4975001-5075000,10,0.117384,0.108949
A04-5000001-5100000,10,0.117384,0.108949
A04-5025001-5125000,20,0.124886,0.111714
A04-5050001-5150000,21,0.120522,0.105982
A04-5075001-5175000,19,0.0989453,0.0847178
A04-5100001-5200000,35,0.0895341,0.0781864
A04-5125001-5225000,25,0.0700047,0.063669
A04-5150001-5250000,24,0.0724563,0.0666825
A04-5175001-5275000,16,0.0774614,0.0704303
A04-5200001-5300000,14,0.100103,0.0744924
A04-5225001-5325000,33,0.168473,0.139886
A04-5250001-5350000,33,0.168473,0.139886
A04-5275001-5375000,33,0.168473,0.139886
A04-5300001-5400000,22,0.208508,0.182883
A04-5325001-5425000,4,0.12614,0.109315
A04-5350001-5450000,4,0.12614,0.109315
A04-5375001-5475000,38,0.0714016,0.0846511
A04-5400001-5500000,35,0.0641663,0.0790477
A04-5425001-5525000,36,0.0734514,0.0855865
A04-5450001-5550000,36,0.0734514,0.0855865
A04-5475001-5575000,7,0.222359,0.19449
A04-5500001-5600000,7,0.222359,0.19449
A04-5525001-5625000,5,0.253104,0.21196
A04-5550001-5650000,10,0.144437,0.10032
A04-5575001-5675000,15,0.010255,0.0162561
A04-5600001-5700000,15,0.010255,0.0162561
A04-5625001-5725000,15,0.010255,0.0162561
A04-5650001-5750000,10,0.0222852,0.0300437
A04-5675001-5775000,5,0.01523,0.0142225
A04-5700001-5800000,5,0.01523,0.0142225
A04-5725001-5825000,5,0.01523,0.0142225
A04-5750001-5850000,6,0.0156858,0.0167619
A04-5775001-5875000,1,0.029459,0.029459
A04-5800001-5900000,3,0.136863,0.0985259
A04-5825001-5925000,3,0.136863,0.0985259
A04-5850001-5950000,5,0.0467526,0.0491992
A04-5875001-5975000,8,0.0191726,0.0248501
A04-5900001-6000000,6,-0.0130719,-0.0112197
A04-5925001-6025000,6,-0.0130719,-0.0112197
A04-5950001-6050000,3,-0.015731,-0.0157318
A04-5975001-6075000,14,-0.0112637,-0.00408703
A04-6000001-6100000,17,-0.0124566,-0.00666635
A04-6025001-6125000,17,-0.0124566,-0.00666635
A04-6050001-6150000,17,-0.0124566,-0.00666635
A04-6075001-6175000,6,0.00611514,0.0336002
