CHROM-BIN_START-BIN_END,N_VARIANTS,WEIGHTED_FST,MEAN_FST
A02-11425001-11525000,6,-0.0113813,-0.0236406
A02-11450001-11550000,12,0.0476279,0.0228791
A02-11475001-11575000,11,0.0553079,0.0351333
A02-11500001-11600000,9,0.0603419,0.050492
A02-11525001-11625000,9,0.0603419,0.050492
A02-11550001-11650000,2,0.0721236,0.022104
A02-11575001-11675000,5,0.132848,0.10861
A02-11600001-11700000,5,0.132848,0.10861
A02-11625001-11725000,5,0.132848,0.10861
A02-11650001-11750000,13,0.0433114,0.0177418
A02-11675001-11775000,8,-0.0499979,-0.0390511
A02-11700001-11800000,8,-0.0499979,-0.0390511
A02-11725001-11825000,8,-0.0499979,-0.0390511
A02-11750001-11850000,2,0.4507,0.46764
A02-11775001-11875000,2,0.4507,0.46764
A02-11800001-11900000,2,0.4507,0.46764
A02-11825001-11925000,2,0.4507,0.46764
A02-11900001-12000000,4,0.346079,0.347254
A02-11925001-12025000,4,0.346079,0.347254
A02-11950001-12050000,4,0.346079,0.347254
A02-11975001-12075000,4,0.346079,0.347254
A02-12125001-12225000,1,-0.0866873,-0.0866873
A02-12150001-12250000,1,-0.0866873,-0.0866873
A02-12175001-12275000,1,-0.0866873,-0.0866873
A02-12200001-12300000,1,-0.0866873,-0.0866873
A02-12225001-12325000,6,0.668048,0.416651
A02-12250001-12350000,9,0.768212,0.575652
A02-12275001-12375000,12,0.677912,0.468741
A02-12300001-12400000,12,0.677912,0.468741
A02-12325001-12425000,6,0.688018,0.520832
A02-12350001-12450000,3,0.21695,0.14801
A02-12375001-12475000,9,0.181366,0.103915
A02-12400001-12500000,11,0.154687,0.085804
A02-12425001-12525000,11,0.154687,0.085804
A02-12450001-12550000,13,0.151353,0.083153
A02-12475001-12575000,4,0.0695783,0.0364394
A02-12500001-12600000,2,0.13173,0.0685724
A02-12525001-12625000,2,0.13173,0.0685724
A02-12550001-12650000,2,0.0336222,0.00442248
A02-12575001-12675000,2,0.0336222,0.00442248
A02-12600001-12700000,2,0.0336222,0.00442248
A02-12625001-12725000,2,0.0336222,0.00442248
A02-12650001-12750000,11,0.394952,0.276933
A02-12675001-12775000,11,0.394952,0.276933
A02-12700001-12800000,11,0.394952,0.276933
A02-12725001-12825000,11,0.394952,0.276933
A02-12775001-12875000,14,0.50467,0.332714
A02-12800001-12900000,14,0.50467,0.332714
A02-12825001-12925000,14,0.50467,0.332714
A02-12850001-12950000,14,0.50467,0.332714
A02-12900001-13000000,3,0.110338,0.0333231
A02-12925001-13025000,3,0.110338,0.0333231
A02-12950001-13050000,14,0.231147,0.146239
A02-12975001-13075000,14,0.231147,0.146239
A02-13000001-13100000,11,0.245518,0.177034
A02-13025001-13125000,11,0.245518,0.177034
A02-13100001-13200000,3,0.376271,0.313242
A02-13125001-13225000,6,0.237443,0.19204
A02-13150001-13250000,6,0.237443,0.19204
A02-13175001-13275000,11,0.183655,0.158902
A02-13200001-13300000,8,0.108027,0.101025
A02-13225001-13325000,31,0.353827,0.265244
A02-13250001-13350000,32,0.347121,0.262289
A02-13275001-13375000,27,0.375346,0.288798
A02-13300001-13400000,27,0.375346,0.288798
A02-13325001-13425000,1,0.170682,0.170682
A02-13450001-13550000,7,0.335206,0.205681
A02-13475001-13575000,7,0.335206,0.205681
A02-13500001-13600000,7,0.335206,0.205681
A02-13525001-13625000,7,0.335206,0.205681
A02-13625001-13725000,2,-0.00446653,-0.0239981
A02-13650001-13750000,2,-0.00446653,-0.0239981
A02-13675001-13775000,7,0.419557,0.185318
A02-13700001-13800000,7,0.419557,0.185318
A02-13725001-13825000,6,0.520958,0.356145
A02-13750001-13850000,6,0.520958,0.356145
A02-13775001-13875000,1,0.791645,0.791645
A02-13800001-13900000,1,0.791645,0.791645
A02-13875001-13975000,1,0.511047,0.511047
A02-13900001-14000000,3,0.364772,0.259001
A02-13925001-14025000,10,0.353775,0.244269
A02-13950001-14050000,10,0.353775,0.244269
A02-13975001-14075000,9,0.321398,0.214627
A02-14000001-14100000,7,0.348722,0.237955
A02-14075001-14175000,7,0.214969,0.144171
A02-14100001-14200000,7,0.214969,0.144171
A02-14125001-14225000,7,0.214969,0.144171
A02-14150001-14250000,31,0.250348,0.18715
A02-14175001-14275000,25,0.255201,0.196015
A02-14200001-14300000,29,0.247106,0.18092
A02-14225001-14325000,29,0.247106,0.18092
A02-14250001-14350000,5,0.166085,0.0908427
A02-14275001-14375000,4,0.181553,0.0865758
A02-14350001-14450000,4,0.296236,0.227641
A02-14375001-14475000,4,0.296236,0.227641
A02-14400001-14500000,4,0.296236,0.227641
A02-14425001-14525000,4,0.296236,0.227641
A02-14450001-14550000,4,0.0815677,0.0549073
A02-14475001-14575000,7,0.31583,0.214729
A02-14500001-14600000,10,0.323352,0.229988
A02-14525001-14625000,10,0.323352,0.229988
A02-14550001-14650000,6,0.393057,0.346708
A02-14575001-14675000,5,0.376331,0.28444
A02-14600001-14700000,2,0.440577,0.312713
A02-14625001-14725000,3,0.489643,0.391081
A02-14650001-14750000,3,0.489643,0.391081
A02-14675001-14775000,1,0.547816,0.547816
A02-14700001-14800000,4,0.404918,0.133561
A02-14725001-14825000,11,0.207032,0.0667294
A02-14750001-14850000,21,0.400849,0.160492
A02-14775001-14875000,23,0.36149,0.147803
A02-14800001-14900000,31,0.3987,0.203096
A02-14825001-14925000,25,0.427033,0.251544
A02-14850001-14950000,15,0.381787,0.243486
A02-14875001-14975000,17,0.370862,0.212885
A02-14900001-15000000,6,0.24226,0.122687
A02-14925001-15025000,4,0.0329765,-0.00102758
A02-14950001-15050000,29,0.586582,0.42603
A02-14975001-15075000,35,0.610265,0.439908
A02-15000001-15100000,45,0.579601,0.400142
A02-15025001-15125000,45,0.579601,0.400142
A02-15050001-15150000,33,0.488387,0.276826
A02-15075001-15175000,23,0.453532,0.265107
A02-15100001-15200000,15,0.443852,0.230079
A02-15125001-15225000,15,0.443852,0.230079
A02-15150001-15250000,23,0.294993,0.1654
A02-15175001-15275000,23,0.294993,0.1654
A02-15200001-15300000,24,0.284154,0.16035
A02-15225001-15325000,30,0.256108,0.146
A02-15250001-15350000,9,0.0963794,0.0599046
A02-15275001-15375000,9,0.0963794,0.0599046
A02-15300001-15400000,6,0.116828,0.0885998
A02-15450001-15550000,4,0.111807,0.0736073
A02-15475001-15575000,16,0.174467,0.113255
A02-15500001-15600000,17,0.183131,0.122582
A02-15525001-15625000,27,0.161146,0.10668
A02-15550001-15650000,26,0.16165,0.101186
A02-15575001-15675000,22,0.193033,0.102895
A02-15600001-15700000,22,0.183044,0.0901866
A02-15625001-15725000,12,0.242838,0.0989715
A02-15650001-15750000,12,0.237667,0.114641
A02-15675001-15775000,4,0.0753758,0.0562914
A02-15700001-15800000,10,0.134624,0.123896
A02-15725001-15825000,10,0.134624,0.123896
A02-15750001-15850000,13,0.164529,0.133977
A02-15775001-15875000,13,0.164529,0.133977
A02-15800001-15900000,8,0.156018,0.114558
A02-15825001-15925000,11,0.142395,0.0818914
A02-15850001-15950000,5,0.0662233,0.0330256
A02-15875001-15975000,5,0.0662233,0.0330256
A02-15900001-16000000,7,0.333687,0.167245
A02-15925001-16025000,7,0.542733,0.385696
A02-15950001-16050000,9,0.504996,0.386153
A02-15975001-16075000,18,0.418291,0.266796
A02-16000001-16100000,14,0.424093,0.258281
A02-16025001-16125000,11,0.30278,0.191132
A02-16050001-16150000,9,0.292229,0.147438
A02-16075001-16175000,10,0.306885,0.210797
A02-16100001-16200000,10,0.306885,0.210797
A02-16125001-16225000,10,0.306885,0.210797
A02-16150001-16250000,10,0.306885,0.210797
A02-16275001-16375000,6,0.26227,0.178392
A02-16300001-16400000,7,0.252702,0.151453
A02-16325001-16425000,17,0.310122,0.148138
A02-16350001-16450000,17,0.310122,0.148138
A02-16375001-16475000,11,0.348965,0.131636
A02-16400001-16500000,10,0.359898,0.145818
A02-16475001-16575000,7,0.522933,0.376334
A02-16500001-16600000,15,0.53709,0.456407
A02-16525001-16625000,15,0.53709,0.456407
A02-16550001-16650000,15,0.53709,0.456407
A02-16575001-16675000,8,0.546646,0.526471
A02-16625001-16725000,4,0.536254,0.536918
A02-16650001-16750000,4,0.536254,0.536918
A02-16675001-16775000,4,0.536254,0.536918
A02-16700001-16800000,9,0.4862,0.473652
A02-16725001-16825000,5,0.441641,0.423039
A02-16750001-16850000,8,0.434164,0.417443
A02-16775001-16875000,8,0.434164,0.417443
A02-16800001-16900000,6,0.377736,0.311365
A02-16825001-16925000,6,0.377736,0.311365
A02-16850001-16950000,3,0.312385,0.214613
A02-16875001-16975000,3,0.312385,0.214613
A02-17100001-17200000,6,0.420998,0.373672
A02-17125001-17225000,9,0.394253,0.325233
A02-17150001-17250000,9,0.394253,0.325233
A02-17175001-17275000,17,0.42552,0.383873
A02-17200001-17300000,14,0.435828,0.401623
A02-17225001-17325000,11,0.455937,0.448878
A02-17250001-17350000,11,0.455937,0.448878
A02-17275001-17375000,3,0.461758,0.446303
A02-17575001-17675000,2,0.253439,0.321656
A02-17600001-17700000,15,0.160005,0.141516
A02-17625001-17725000,17,0.132252,0.121907
A02-17650001-17750000,17,0.132252,0.121907
A02-17675001-17775000,15,0.119198,0.0952734
A02-17700001-17800000,2,-0.0534953,-0.0251632
A02-17825001-17925000,3,0.061741,0.068715
A02-17850001-17950000,3,0.061741,0.068715
A02-17875001-17975000,3,0.061741,0.068715
A02-17900001-18000000,3,0.061741,0.068715
A02-17950001-18050000,8,0.761255,0.736554
A02-17975001-18075000,11,0.742162,0.72403
A02-18000001-18100000,11,0.742162,0.72403
A02-18025001-18125000,11,0.742162,0.72403
A02-18050001-18150000,3,0.692997,0.690632
A02-18150001-18250000,17,0.424251,0.208796
A02-18175001-18275000,17,0.424251,0.208796
A02-18200001-18300000,17,0.424251,0.208796
A02-18225001-18325000,27,0.49815,0.278679
A02-18250001-18350000,11,0.578457,0.363451
A02-18275001-18375000,11,0.578457,0.363451
A02-18300001-18400000,11,0.578457,0.363451
A02-18325001-18425000,1,0.0231591,0.0231591
A02-18475001-18575000,2,0.00408719,-0.00545434
A02-18500001-18600000,4,-0.0199477,-0.0179968
A02-18525001-18625000,4,-0.0199477,-0.0179968
A02-18550001-18650000,4,-0.0199477,-0.0179968
A02-18575001-18675000,2,-0.0499052,-0.0305392
A02-18600001-18700000,11,0.147493,0.0846336
A02-18625001-18725000,11,0.147493,0.0846336
A02-18650001-18750000,11,0.147493,0.0846336
A02-18675001-18775000,11,0.147493,0.0846336
A02-18775001-18875000,10,0.194059,0.134901
A02-18800001-18900000,21,0.204262,0.126307
A02-18825001-18925000,21,0.204262,0.126307
A02-18850001-18950000,21,0.204262,0.126307
A02-18875001-18975000,11,0.211341,0.118494
A02-19050001-19150000,5,0.0819596,0.063594
A02-19075001-19175000,5,0.0819596,0.063594
A02-19100001-19200000,5,0.0819596,0.063594
A02-19125001-19225000,5,0.0819596,0.063594
A02-19200001-19300000,1,1,1
A02-19225001-19325000,3,0.641769,0.455696
A02-19250001-19350000,3,0.641769,0.455696
A02-19275001-19375000,11,0.388677,0.241298
A02-19300001-19400000,13,0.273513,0.199557
A02-19325001-19425000,13,0.279267,0.191208
A02-19350001-19450000,16,0.267887,0.153014
A02-19375001-19475000,8,0.293586,0.145129
A02-19400001-19500000,5,0.172004,0.0442132
A02-19425001-19525000,6,0.336287,0.129921
A02-19450001-19550000,4,0.362636,0.196898
A02-19475001-19575000,4,0.362636,0.196898
A02-19500001-19600000,4,0.362636,0.196898
A02-19525001-19625000,1,-0.02942,-0.02942
A02-19550001-19650000,4,0.593699,0.231134
A02-19575001-19675000,8,0.489484,0.0959179
A02-19600001-19700000,8,0.489484,0.0959179
A02-19625001-19725000,12,0.338265,0.100667
A02-19650001-19750000,11,0.302209,0.10958
A02-19675001-19775000,7,0.342285,0.194654
A02-19700001-19800000,9,0.300327,0.162779
A02-19725001-19825000,5,0.441227,0.204869
A02-19750001-19850000,2,0.0826862,0.051217
A02-19775001-19875000,2,0.0826862,0.051217
A02-19900001-20000000,1,0.209099,0.209099
A02-19925001-20025000,4,0.150953,0.108086
A02-19950001-20050000,4,0.150953,0.108086
A02-19975001-20075000,11,0.165488,0.125997
A02-20000001-20100000,10,0.158618,0.117686
A02-20025001-20125000,7,0.173192,0.136231
A02-20050001-20150000,7,0.173192,0.136231
A02-20100001-20200000,1,0.00486336,0.00486336
A02-20125001-20225000,1,0.00486336,0.00486336
A02-20150001-20250000,1,0.00486336,0.00486336
A02-20175001-20275000,1,0.00486336,0.00486336
A02-20200001-20300000,10,0.335778,0.24508
A02-20225001-20325000,10,0.335778,0.24508
A02-20250001-20350000,10,0.335778,0.24508
A02-20275001-20375000,10,0.335778,0.24508
A02-20475001-20575000,4,0.466832,0.135607
A02-20500001-20600000,4,0.466832,0.135607
A02-20525001-20625000,4,0.466832,0.135607
A02-20550001-20650000,7,0.608778,0.288827
A02-20575001-20675000,3,0.684937,0.493121
A02-20600001-20700000,3,0.684937,0.493121
A02-20625001-20725000,4,0.635102,0.369304
A02-20650001-20750000,1,-0.00214574,-0.00214574
A02-20675001-20775000,1,-0.00214574,-0.00214574
A02-20700001-20800000,1,-0.00214574,-0.00214574
A02-20750001-20850000,2,0.469243,0.24889
A02-20775001-20875000,2,0.469243,0.24889
A02-20800001-20900000,2,0.469243,0.24889
A02-20825001-20925000,2,0.469243,0.24889
A02-21075001-21175000,9,0.430552,0.301688
A02-21100001-21200000,15,0.341629,0.177346
A02-21125001-21225000,15,0.341629,0.177346
A02-21150001-21250000,15,0.341629,0.177346
A02-21175001-21275000,14,0.0250745,0.0176616
A02-21200001-21300000,8,0.0406741,0.0377831
A02-21225001-21325000,8,0.0406741,0.0377831
A02-21250001-21350000,10,0.177565,0.0715547
A02-21275001-21375000,39,0.0461614,0.0191412
A02-21300001-21400000,41,0.0433664,0.0185243
A02-21325001-21425000,41,0.0433664,0.0185243
A02-21350001-21450000,39,0.0151634,0.00887731
A02-21375001-21475000,7,0.00918711,0.00824857
A02-21400001-21500000,5,0.0189077,0.00895028
A02-21425001-21525000,5,0.0189077,0.00895028
A02-21450001-21550000,5,0.0189077,0.00895028
A02-21475001-21575000,6,0.0559721,0.0350806
A02-21500001-21600000,6,0.0559721,0.0350806
A02-21525001-21625000,8,0.110675,0.0779223
A02-21550001-21650000,8,0.110675,0.0779223
A02-21575001-21675000,2,0.206977,0.206447
A02-21600001-21700000,13,0.587376,0.544375
A02-21625001-21725000,11,0.638302,0.605816
A02-21650001-21750000,11,0.638302,0.605816
A02-21675001-21775000,11,0.638302,0.605816
A02-21700001-21800000,5,-0.00494385,0.00186968
A02-21725001-21825000,5,-0.00494385,0.00186968
A02-21750001-21850000,5,-0.00494385,0.00186968
A02-21775001-21875000,5,-0.00494385,0.00186968
A02-21875001-21975000,8,0.123636,0.0689794
A02-21900001-22000000,8,0.123636,0.0689794
A02-21925001-22025000,8,0.123636,0.0689794
A02-21950001-22050000,8,0.123636,0.0689794
A02-22050001-22150000,5,0.622299,0.612438
A02-22075001-22175000,9,0.619566,0.433972
A02-22100001-22200000,9,0.619566,0.433972
A02-22125001-22225000,9,0.619566,0.433972
A02-22150001-22250000,8,0.515688,0.286178
A02-22175001-22275000,6,0.267615,0.24831
A02-22200001-22300000,6,0.267615,0.24831
A02-22225001-22325000,8,0.405113,0.320712
A02-22250001-22350000,4,0.409611,0.279957
A02-22275001-22375000,2,0.539315,0.537918
A02-22300001-22400000,2,0.539315,0.537918
A02-22350001-22450000,1,-0.0859729,-0.0859729
A02-22375001-22475000,14,0.351221,0.0333957
A02-22400001-22500000,14,0.351221,0.0333957
A02-22425001-22525000,14,0.351221,0.0333957
A02-22450001-22550000,13,0.363599,0.0425779
A02-22550001-22650000,1,-0.107855,-0.107855
A02-22575001-22675000,1,-0.107855,-0.107855
A02-22600001-22700000,3,-0.0266703,-0.0041939
A02-22625001-22725000,5,-0.0247694,-0.0120029
A02-22650001-22750000,4,-0.00702772,0.01196
A02-22675001-22775000,4,-0.00702772,0.01196
A02-22700001-22800000,2,-0.0237165,-0.0237165
A02-22875001-22975000,4,0.0964276,0.0654925
A02-22900001-23000000,4,0.0964276,0.0654925
A02-22925001-23025000,9,0.326237,0.19541
A02-22950001-23050000,9,0.326237,0.19541
A02-22975001-23075000,5,0.42286,0.299344
A02-23000001-23100000,5,0.42286,0.299344
A02-23175001-23275000,2,0.142378,0.119411
A02-23200001-23300000,2,0.142378,0.119411
A02-23225001-23325000,5,0.314557,0.307303
A02-23250001-23350000,5,0.314557,0.307303
A02-23275001-23375000,6,0.609568,0.588916
A02-23300001-23400000,7,0.562357,0.530398
A02-23325001-23425000,4,0.645692,0.603773
A02-23350001-23450000,4,0.645692,0.603773
A02-23375001-23475000,1,0.179289,0.179289
A02-23400001-23500000,3,0.40252,0.368952
A02-23425001-23525000,3,0.40252,0.368952
A02-23450001-23550000,3,0.40252,0.368952
A02-23475001-23575000,3,0.40252,0.368952
A02-23600001-23700000,3,0.712822,0.709877
A02-23625001-23725000,3,0.712822,0.709877
A02-23650001-23750000,3,0.712822,0.709877
A02-23675001-23775000,6,0.650165,0.631859
A02-23700001-23800000,3,0.549525,0.553841
A02-23725001-23825000,3,0.549525,0.553841
A02-23750001-23850000,5,0.544685,0.472659
A02-23775001-23875000,2,0.532046,0.350886
A02-23800001-23900000,5,0.315934,0.264459
A02-23825001-23925000,5,0.315934,0.264459
A02-23850001-23950000,3,0.216362,0.206842
A02-23875001-23975000,3,0.216362,0.206842
A02-24000001-24100000,1,0.13819,0.13819
A02-24025001-24125000,1,0.13819,0.13819
A02-24050001-24150000,10,0.246397,0.153362
A02-24075001-24175000,14,0.348295,0.222641
A02-24100001-24200000,14,0.355559,0.229783
A02-24125001-24225000,14,0.355559,0.229783
A02-24150001-24250000,5,0.455538,0.364307
A02-24175001-24275000,12,0.267112,0.182947
A02-24200001-24300000,11,0.270452,0.177926
A02-24225001-24325000,11,0.270452,0.177926
A02-24250001-24350000,11,0.270452,0.177926
A02-24275001-24375000,8,0.364173,0.213969
A02-24300001-24400000,11,0.297365,0.177024
A02-24325001-24425000,11,0.297365,0.177024
A02-24350001-24450000,11,0.297365,0.177024
A02-24375001-24475000,3,0.115109,0.0785033
A02-24450001-24550000,1,0.620471,0.620471
A02-24475001-24575000,1,0.620471,0.620471
A02-24500001-24600000,1,0.620471,0.620471
A02-24525001-24625000,2,0.820414,0.775443
A02-24550001-24650000,5,0.533195,0.229957
A02-24575001-24675000,5,0.533195,0.229957
A02-24600001-24700000,5,0.533195,0.229957
A02-24625001-24725000,7,0.435209,0.227513
A02-24650001-24750000,4,0.570731,0.325283
A02-24675001-24775000,4,0.570731,0.325283
A02-24700001-24800000,4,0.570731,0.325283
A02-24725001-24825000,1,-0.072083,-0.072083
A02-24900001-25000000,2,0.520874,0.52258
A02-24925001-25025000,2,0.520874,0.52258
A02-24950001-25050000,3,0.451141,0.369688
A02-24975001-25075000,12,0.251861,0.149951
A02-25000001-25100000,10,0.126923,0.0754247
A02-25025001-25125000,12,0.130934,0.0865683
A02-25050001-25150000,14,0.126543,0.0885872
A02-25075001-25175000,5,0.117572,0.109975
A02-25100001-25200000,5,0.117572,0.109975
A02-25125001-25225000,3,0.0960023,0.0884345
A02-25200001-25300000,7,0.215595,0.131862
A02-25225001-25325000,10,0.266866,0.181037
A02-25250001-25350000,10,0.266866,0.181037
A02-25275001-25375000,10,0.266866,0.181037
A02-25300001-25400000,3,0.537738,0.295777
A02-25325001-25425000,4,0.553329,0.385215
A02-25350001-25450000,8,0.4688,0.311882
A02-25375001-25475000,8,0.4688,0.311882
A02-25400001-25500000,8,0.4688,0.311882
A02-25425001-25525000,8,0.607972,0.47811
A02-25450001-25550000,19,0.761392,0.656438
A02-25475001-25575000,19,0.761392,0.656438
A02-25500001-25600000,23,0.78335,0.688615
A02-25525001-25625000,19,0.802366,0.682498
A02-25550001-25650000,4,0.851885,0.841457
A02-25575001-25675000,4,0.851885,0.841457
A02-25600001-25700000,2,0.849283,0.856136
A02-25625001-25725000,2,0.849283,0.856136
A02-25650001-25750000,2,0.849283,0.856136
A02-25675001-25775000,2,0.849283,0.856136
A02-25700001-25800000,11,0.588186,0.472677
A02-25725001-25825000,11,0.588186,0.472677
A02-25750001-25850000,11,0.588186,0.472677
A02-25775001-25875000,11,0.588186,0.472677
A02-25850001-25950000,4,0.00478587,-0.000196305
A02-25875001-25975000,6,0.271451,0.149345
A02-25900001-26000000,6,0.271451,0.149345
A02-25925001-26025000,6,0.271451,0.149345
A02-25950001-26050000,2,0.431263,0.448427
A02-26000001-26100000,1,-0.0328695,-0.0328695
A02-26025001-26125000,17,0.223783,0.184532
A02-26050001-26150000,17,0.223783,0.184532
A02-26075001-26175000,17,0.223783,0.184532
A02-26100001-26200000,16,0.240206,0.19812
A02-26175001-26275000,1,0.726202,0.726202
A02-26200001-26300000,13,0.488394,0.342753
A02-26225001-26325000,29,0.391412,0.288662
A02-26250001-26350000,30,0.386627,0.280488
A02-26275001-26375000,31,0.393946,0.282137
A02-26300001-26400000,19,0.349511,0.264036
A02-26325001-26425000,3,0.551915,0.367085
A02-26350001-26450000,2,0.641634,0.528917
A02-26400001-26500000,2,0.829476,0.537574
A02-26425001-26525000,2,0.829476,0.537574
A02-26450001-26550000,3,0.724729,0.351261
A02-26475001-26575000,3,0.724729,0.351261
A02-26500001-26600000,1,-0.0213643,-0.0213643
A02-26525001-26625000,1,-0.0213643,-0.0213643
A02-26650001-26750000,3,0.828895,0.827279
A02-26675001-26775000,10,0.482536,0.35774
A02-26700001-26800000,10,0.482536,0.35774
A02-26725001-26825000,10,0.482536,0.35774
A02-26750001-26850000,7,0.151181,0.156508
A02-26800001-26900000,6,0.434811,0.295884
A02-26825001-26925000,18,0.572367,0.387649
A02-26850001-26950000,21,0.605336,0.442882
A02-26875001-26975000,21,0.605336,0.442882
A02-26900001-27000000,15,0.645811,0.501681
A02-26925001-27025000,3,0.781387,0.77428
A03-1-100000,29,0.559137,0.414667
A03-25001-125000,30,0.553987,0.401185
A03-50001-150000,28,0.463343,0.352427
A03-75001-175000,26,0.52855,0.424447
A03-100001-200000,13,0.59882,0.510668
A03-125001-225000,13,0.617396,0.548599
A03-150001-250000,9,0.66033,0.600698
A03-175001-275000,5,0.474326,0.428174
A03-200001-300000,5,0.474326,0.428174
A03-225001-325000,4,0.382253,0.348496
A03-250001-350000,1,0.096151,0.096151
A03-275001-375000,1,0.096151,0.096151
A03-300001-400000,3,0.0651033,0.0503104
A03-325001-425000,3,0.308908,0.19191
A03-350001-450000,5,0.260527,0.111543
A03-375001-475000,5,0.260527,0.111543
A03-400001-500000,9,0.371661,0.209835
A03-425001-525000,8,0.334256,0.170945
A03-450001-550000,6,0.364916,0.23093
A03-475001-575000,9,0.318748,0.194372
A03-500001-600000,3,0.194464,0.121256
A03-525001-625000,4,0.164056,0.100644
A03-550001-650000,4,0.164056,0.100644
A03-575001-675000,1,0.0388056,0.0388056
A03-600001-700000,1,0.0388056,0.0388056
A03-625001-725000,2,0.0228637,0.0239898
A03-650001-750000,5,0.0511203,0.0182826
A03-675001-775000,6,0.19573,0.104889
A03-700001-800000,10,0.143159,0.0841841
A03-725001-825000,8,0.180519,0.0992327
A03-750001-850000,5,0.202499,0.150086
A03-775001-875000,5,0.0744119,0.0354107
A03-800001-900000,1,-0.0354546,-0.0354546
A03-825001-925000,6,0.38709,0.221749
A03-850001-950000,6,0.38709,0.221749
A03-875001-975000,5,0.392182,0.27319
A03-900001-1000000,10,0.543421,0.446183
A03-925001-1025000,5,0.62547,0.619176
A03-950001-1050000,5,0.62547,0.619176
A03-975001-1075000,7,0.54705,0.480228
A03-1000001-1100000,2,0.0263866,0.132858
A03-1025001-1125000,8,0.742374,0.541356
A03-1050001-1150000,8,0.742374,0.541356
A03-1075001-1175000,6,0.849979,0.677522
A03-1100001-1200000,6,0.849979,0.677522
A03-1175001-1275000,6,0.305559,0.229988
A03-1200001-1300000,9,0.273005,0.2035
A03-1225001-1325000,9,0.273005,0.2035
A03-1250001-1350000,9,0.273005,0.2035
A03-1275001-1375000,3,0.194924,0.150524
A03-1350001-1450000,4,0.611142,0.412108
A03-1375001-1475000,4,0.611142,0.412108
A03-1400001-1500000,4,0.611142,0.412108
A03-1425001-1525000,4,0.611142,0.412108
A03-1450001-1550000,2,0.57216,0.57216
A03-1475001-1575000,2,0.57216,0.57216
A03-1500001-1600000,2,0.57216,0.57216
A03-1525001-1625000,2,0.57216,0.57216
A03-1575001-1675000,4,-0.0103755,-0.0133459
A03-1600001-1700000,7,0.0400404,0.0331099
A03-1625001-1725000,10,0.215562,0.121595
A03-1650001-1750000,10,0.215562,0.121595
A03-1675001-1775000,13,0.332154,0.233648
A03-1700001-1800000,11,0.406319,0.294451
A03-1725001-1825000,10,0.465475,0.341229
A03-1750001-1850000,11,0.445057,0.309837
A03-1775001-1875000,6,0.493506,0.259463
A03-1800001-1900000,5,0.496797,0.214016
A03-1825001-1925000,9,0.0761022,0.037212
A03-1850001-1950000,10,0.0552079,0.0232757
A03-1875001-1975000,11,0.0234836,0.0174281
A03-1900001-2000000,11,0.0234836,0.0174281
A03-1925001-2025000,8,0.112825,0.0527112
A03-1950001-2050000,6,0.14619,0.0879877
A03-1975001-2075000,7,0.233197,0.168064
A03-2000001-2100000,8,0.212128,0.142203
A03-2025001-2125000,5,0.127529,0.0970612
A03-2050001-2150000,5,0.127529,0.0970612
A03-2075001-2175000,1,-0.0388283,-0.0388283
A03-2400001-2500000,7,0.518543,0.382687
A03-2425001-2525000,26,0.486243,0.361265
A03-2450001-2550000,34,0.494168,0.377966
A03-2475001-2575000,34,0.494168,0.377966
A03-2500001-2600000,27,0.48814,0.376742
A03-2525001-2625000,9,0.508257,0.434056
A03-2550001-2650000,10,0.437885,0.333006
A03-2575001-2675000,10,0.437885,0.333006
A03-2600001-2700000,12,0.401534,0.303336
A03-2625001-2725000,16,0.331592,0.22032
A03-2650001-2750000,12,0.12072,0.08033
A03-2675001-2775000,12,0.12072,0.08033
A03-2700001-2800000,13,0.120762,0.0699247
A03-2725001-2825000,8,0.13539,0.071924
A03-2750001-2850000,3,0.153067,0.0850117
A03-2775001-2875000,3,0.153067,0.0850117
A03-2975001-3075000,6,0.412496,0.206072
A03-3000001-3100000,12,0.337187,0.210956
A03-3025001-3125000,12,0.337187,0.210956
A03-3050001-3150000,12,0.337187,0.210956
A03-3075001-3175000,8,0.351981,0.283803
A03-3100001-3200000,2,0.487846,0.487695
A03-3125001-3225000,2,0.487846,0.487695
A03-3150001-3250000,2,0.487846,0.487695
A03-3200001-3300000,1,-0.0279021,-0.0279021
A03-3225001-3325000,1,-0.0279021,-0.0279021
A03-3250001-3350000,6,0.132296,0.0510525
A03-3275001-3375000,6,0.132296,0.0510525
A03-3300001-3400000,6,0.119364,0.0472192
A03-3325001-3425000,6,0.119364,0.0472192
A03-3350001-3450000,1,-0.0509019,-0.0509019
A03-3375001-3475000,4,0.0793311,0.0358839
A03-3400001-3500000,9,0.011106,-0.00318929
A03-3425001-3525000,15,0.0425513,0.0417742
A03-3450001-3550000,15,0.0425513,0.0417742
A03-3475001-3575000,12,0.0222335,0.0360146
A03-3500001-3600000,7,0.0780502,0.0934882
A03-3525001-3625000,3,0.158251,0.0669672
A03-3550001-3650000,3,0.158251,0.0669672
A03-3575001-3675000,3,0.158251,0.0669672
A03-3600001-3700000,2,0.203254,0.100901
A03-3675001-3775000,1,0.0820521,0.0820521
A03-3700001-3800000,2,0.352039,0.398169
A03-3725001-3825000,9,0.288067,0.164858
A03-3750001-3850000,9,0.288067,0.164858
A03-3775001-3875000,16,0.44091,0.264833
A03-3800001-3900000,33,0.320876,0.146434
A03-3825001-3925000,31,0.328041,0.178968
