CHROM-BIN_START-BIN_END,N_VARIANTS,WEIGHTED_FST,MEAN_FST
A03-16475001-16575000,15,0.471503,0.285977
A03-16500001-16600000,18,0.466934,0.302293
A03-16525001-16625000,18,0.466934,0.302293
A03-16550001-16650000,4,0.395232,0.326394
A03-16575001-16675000,4,0.395232,0.326394
A03-16625001-16725000,12,0.163223,0.0911067
A03-16650001-16750000,19,0.343848,0.160232
A03-16675001-16775000,21,0.332053,0.159364
A03-16700001-16800000,27,0.342287,0.202775
A03-16725001-16825000,15,0.430988,0.292111
A03-16750001-16850000,13,0.311448,0.261693
A03-16775001-16875000,12,0.31315,0.270034
A03-16800001-16900000,25,0.152465,0.128991
A03-16825001-16925000,25,0.152465,0.128991
A03-16850001-16950000,20,0.117431,0.112665
A03-16875001-16975000,20,0.11243,0.104786
A03-16900001-17000000,7,0.211253,0.182075
A03-16925001-17025000,21,0.19119,0.132719
A03-16950001-17050000,21,0.19119,0.132719
A03-16975001-17075000,22,0.197918,0.137421
A03-17000001-17100000,23,0.174131,0.116644
A03-17025001-17125000,19,0.179035,0.123228
A03-17050001-17150000,19,0.179035,0.123228
A03-17075001-17175000,17,0.174783,0.124829
A03-17100001-17200000,10,0.185802,0.117108
A03-17125001-17225000,2,-0.0113014,-0.0128928
A03-17150001-17250000,2,-0.0113014,-0.0128928
A03-17175001-17275000,2,-0.0113014,-0.0128928
A03-17200001-17300000,2,-0.0113014,-0.0128928
A03-17275001-17375000,3,0.309197,0.107154
A03-17300001-17400000,14,0.187591,0.116949
A03-17325001-17425000,20,0.17699,0.107482
A03-17350001-17450000,22,0.152466,0.0985436
A03-17375001-17475000,19,0.137047,0.097184
A03-17400001-17500000,8,0.0853026,0.0663343
A03-17425001-17525000,2,0.00952462,0.0091598
A03-17450001-17550000,4,0.0607231,0.0661309
A03-17475001-17575000,4,0.0607231,0.0661309
A03-17500001-17600000,4,0.0607231,0.0661309
A03-17525001-17625000,6,0.0831628,0.0708231
A03-17550001-17650000,12,0.160546,0.147196
A03-17575001-17675000,13,0.158862,0.138416
A03-17600001-17700000,13,0.158862,0.138416
A03-17625001-17725000,13,0.187252,0.170246
A03-17650001-17750000,3,0.265341,0.202423
A03-17675001-17775000,10,0.164109,0.137454
A03-17700001-17800000,10,0.164109,0.137454
A03-17725001-17825000,10,0.108736,0.0784556
A03-17750001-17850000,13,0.106675,0.087917
A03-17775001-17875000,5,0.084573,0.0685176
A03-17800001-17900000,6,0.0816942,0.0539037
A03-17825001-17925000,4,0.0979621,0.0847997
A03-17850001-17950000,10,0.135417,0.0781041
A03-17875001-17975000,10,0.135417,0.0781041
A03-17900001-18000000,9,0.138164,0.0889119
A03-17925001-18025000,9,0.138164,0.0889119
A03-17950001-18050000,2,0.223761,0.21529
A03-17975001-18075000,15,0.280675,0.201722
A03-18000001-18100000,16,0.280763,0.206777
A03-18025001-18125000,16,0.280763,0.206777
A03-18050001-18150000,14,0.28752,0.205561
A03-18075001-18175000,1,0.282609,0.282609
A03-18150001-18250000,3,0.2694,0.268106
A03-18175001-18275000,3,0.2694,0.268106
A03-18200001-18300000,3,0.2694,0.268106
A03-18225001-18325000,3,0.2694,0.268106
A03-18275001-18375000,3,0.268401,0.203875
A03-18300001-18400000,3,0.268401,0.203875
A03-18325001-18425000,3,0.268401,0.203875
A03-18350001-18450000,3,0.268401,0.203875
A03-18375001-18475000,2,0.129723,0.0729234
A03-18400001-18500000,6,0.308598,0.234645
A03-18425001-18525000,7,0.290411,0.200781
A03-18450001-18550000,11,0.240048,0.190168
A03-18475001-18575000,9,0.248955,0.216223
A03-18500001-18600000,5,0.142332,0.136796
A03-18525001-18625000,4,0.156391,0.171595
A03-18725001-18825000,1,-0.0116863,-0.0116863
A03-18750001-18850000,1,-0.0116863,-0.0116863
A03-18775001-18875000,1,-0.0116863,-0.0116863
A03-18800001-18900000,3,0.464618,0.363009
A03-18825001-18925000,2,0.550865,0.550357
A03-18850001-18950000,2,0.550865,0.550357
A03-18875001-18975000,2,0.550865,0.550357
A03-19000001-19100000,9,0.259214,0.214372
A03-19025001-19125000,9,0.259214,0.214372
A03-19050001-19150000,9,0.259214,0.214372
A03-19075001-19175000,9,0.259214,0.214372
A03-19100001-19200000,4,0.371726,0.198207
A03-19125001-19225000,15,0.286739,0.203195
A03-19150001-19250000,18,0.298742,0.204384
A03-19175001-19275000,21,0.297615,0.216164
A03-19200001-19300000,17,0.282859,0.22039
A03-19225001-19325000,6,0.324073,0.248588
A03-19250001-19350000,7,0.269204,0.225776
A03-19275001-19375000,4,0.241964,0.179973
A03-19300001-19400000,4,0.241964,0.179973
A03-19325001-19425000,4,0.241964,0.179973
A03-19350001-19450000,4,0.00743276,0.00586664
A03-19375001-19475000,15,0.0666414,0.0576807
A03-19400001-19500000,15,0.0666414,0.0576807
A03-19425001-19525000,15,0.0666414,0.0576807
A03-19450001-19550000,11,0.0838984,0.0765222
A03-19475001-19575000,3,0.0934369,0.0875081
A03-19500001-19600000,12,0.185254,0.158587
A03-19525001-19625000,12,0.185254,0.158587
A03-19550001-19650000,12,0.185254,0.158587
A03-19575001-19675000,9,0.222546,0.18228
A03-19625001-19725000,1,-0.0190355,-0.0190355
A03-19650001-19750000,2,0.210815,0.184844
A03-19675001-19775000,2,0.210815,0.184844
A03-19700001-19800000,12,0.113633,0.0950622
A03-19725001-19825000,11,0.129128,0.105435
A03-19750001-19850000,10,0.0829947,0.0771058
A03-19775001-19875000,20,0.218992,0.156557
A03-19800001-19900000,19,0.217692,0.161947
A03-19825001-19925000,26,0.206127,0.135732
A03-19850001-19950000,26,0.206127,0.135732
A03-19875001-19975000,19,0.102799,0.0811176
A03-19900001-20000000,27,0.11001,0.0791383
A03-19925001-20025000,20,0.104097,0.0842347
A03-19950001-20050000,34,0.121945,0.0993654
A03-19975001-20075000,35,0.103973,0.086219
A03-20000001-20100000,29,0.114252,0.0981927
A03-20025001-20125000,40,0.121434,0.100585
A03-20050001-20150000,37,0.0910885,0.0736618
A03-20075001-20175000,37,0.105786,0.0856503
A03-20100001-20200000,26,0.095501,0.0779512
A03-20125001-20225000,33,0.0717051,0.0719513
A03-20150001-20250000,39,0.094866,0.0951161
A03-20175001-20275000,42,0.0983762,0.0983354
A03-20200001-20300000,42,0.0983762,0.0983354
A03-20225001-20325000,24,0.113103,0.10861
A03-20250001-20350000,7,0.117826,0.125095
A03-20300001-20400000,2,0.207271,0.126315
A03-20325001-20425000,3,0.179111,0.104343
A03-20350001-20450000,3,0.179111,0.104343
A03-20375001-20475000,3,0.179111,0.104343
A03-20400001-20500000,1,0.0603969,0.0603969
A03-20425001-20525000,1,0.0876203,0.0876203
A03-20450001-20550000,6,0.0413635,0.0454794
A03-20475001-20575000,9,0.118006,0.0875138
A03-20500001-20600000,9,0.118006,0.0875138
A03-20525001-20625000,8,0.120168,0.0875005
A03-20550001-20650000,7,0.132273,0.102837
A03-20575001-20675000,4,0.0325999,0.0512774
A03-20600001-20700000,11,0.332255,0.249086
A03-20625001-20725000,11,0.332255,0.249086
A03-20650001-20750000,7,0.441375,0.362119
A03-20675001-20775000,7,0.441375,0.362119
A03-20700001-20800000,3,0.275671,0.197775
A03-20725001-20825000,7,0.164634,0.119249
A03-20750001-20850000,7,0.164634,0.119249
A03-20775001-20875000,7,0.164634,0.119249
A03-20800001-20900000,4,0.093044,0.0603548
A03-20825001-20925000,1,0.136316,0.136316
A03-20850001-20950000,1,0.136316,0.136316
A03-20875001-20975000,1,0.136316,0.136316
A03-20900001-21000000,14,0.107405,0.0811387
A03-20925001-21025000,31,0.175995,0.153158
A03-20950001-21050000,38,0.236445,0.183039
A03-20975001-21075000,47,0.228158,0.179467
A03-21000001-21100000,34,0.266528,0.218687
A03-21025001-21125000,18,0.31834,0.226697
A03-21050001-21150000,11,0.21278,0.170267
A03-21075001-21175000,8,0.19453,0.0956781
A03-21100001-21200000,11,0.216853,0.131991
A03-21125001-21225000,9,0.192949,0.117605
A03-21150001-21250000,10,0.185796,0.120133
A03-21175001-21275000,5,0.213644,0.163983
A03-21200001-21300000,9,0.134899,0.0743123
A03-21225001-21325000,15,0.172829,0.110897
A03-21250001-21350000,14,0.175889,0.108612
A03-21275001-21375000,13,0.179336,0.117693
A03-21300001-21400000,7,0.230765,0.173567
A03-21325001-21425000,1,0.220326,0.220326
A03-21350001-21450000,2,0.191405,0.188083
A03-21375001-21475000,2,0.191405,0.188083
A03-21400001-21500000,1,0.155841,0.155841
A03-21425001-21525000,1,0.155841,0.155841
A03-21475001-21575000,6,0.0709831,0.0675725
A03-21500001-21600000,6,0.0709831,0.0675725
A03-21525001-21625000,6,0.0709831,0.0675725
A03-21550001-21650000,6,0.0709831,0.0675725
A03-21575001-21675000,2,0.00843091,0.0084981
A03-21600001-21700000,2,0.00843091,0.0084981
A03-21625001-21725000,2,0.00843091,0.0084981
A03-21650001-21750000,8,0.203047,0.20057
A03-21675001-21775000,6,0.275071,0.264593
A03-21700001-21800000,6,0.275071,0.264593
A03-21725001-21825000,6,0.275071,0.264593
A03-21775001-21875000,7,0.0680704,0.0738884
A03-21800001-21900000,9,0.0637249,0.0640524
A03-21825001-21925000,9,0.0637249,0.0640524
A03-21850001-21950000,9,0.0637249,0.0640524
A03-21875001-21975000,2,0.047226,0.0296264
A03-21925001-22025000,4,0.109565,0.116698
A03-21950001-22050000,5,0.115141,0.120736
A03-21975001-22075000,5,0.115141,0.120736
A03-22000001-22100000,7,0.168256,0.17369
A03-22025001-22125000,10,0.307655,0.241046
A03-22050001-22150000,11,0.358953,0.25745
A03-22075001-22175000,26,0.26321,0.172129
A03-22100001-22200000,24,0.25739,0.160967
A03-22125001-22225000,17,0.221577,0.129516
A03-22150001-22250000,15,0.186593,0.10956
A03-22200001-22300000,8,0.251175,0.187787
A03-22225001-22325000,8,0.251175,0.187787
A03-22250001-22350000,23,0.156404,0.0790473
A03-22275001-22375000,23,0.156404,0.0790473
A03-22300001-22400000,15,0.042566,0.0210531
A03-22325001-22425000,24,0.0619885,0.0410249
A03-22350001-22450000,9,0.077772,0.0743113
A03-22375001-22475000,16,0.135384,0.114048
A03-22400001-22500000,17,0.134711,0.108766
A03-22425001-22525000,10,0.150227,0.118859
A03-22450001-22550000,10,0.150227,0.118859
A03-22475001-22575000,3,0.00429811,0.0108716
A03-22500001-22600000,2,0.00351807,0.00418434
A03-22525001-22625000,2,0.0570989,0.0396044
A03-22550001-22650000,2,0.0570989,0.0396044
A03-22575001-22675000,2,0.0570989,0.0396044
A03-22600001-22700000,16,0.357934,0.260113
A03-22625001-22725000,33,0.255857,0.198105
A03-22650001-22750000,33,0.255857,0.198105
A03-22675001-22775000,40,0.218458,0.172643
A03-22700001-22800000,33,0.0995106,0.101483
A03-22725001-22825000,14,0.0519263,0.0638629
A03-22750001-22850000,18,0.0603887,0.0726508
A03-22775001-22875000,13,0.0736222,0.0860157
A03-22800001-22900000,6,0.0829236,0.0987316
A03-22825001-22925000,14,0.126838,0.1238
A03-22850001-22950000,12,0.1491,0.134153
A03-22875001-22975000,10,0.16193,0.143108
A03-22900001-23000000,10,0.16193,0.143108
A03-22925001-23025000,2,0.279776,0.145136
A03-22950001-23050000,2,0.367126,0.205215
A03-22975001-23075000,3,0.298812,0.165408
A03-23000001-23100000,3,0.298812,0.165408
A03-23025001-23125000,3,0.298812,0.165408
A03-23050001-23150000,1,0.0857938,0.0857938
A03-23125001-23225000,2,0.0846035,0.05293
A03-23150001-23250000,3,0.127619,0.12069
A03-23175001-23275000,3,0.127619,0.12069
A03-23200001-23300000,3,0.127619,0.12069
A03-23225001-23325000,1,0.25621,0.25621
A03-23250001-23350000,7,0.279432,0.195655
A03-23275001-23375000,7,0.279432,0.195655
A03-23300001-23400000,7,0.279432,0.195655
A03-23325001-23425000,7,0.279432,0.195655
A03-23425001-23525000,4,0.371965,0.262245
A03-23450001-23550000,4,0.371965,0.262245
A03-23475001-23575000,5,0.346604,0.211793
A03-23500001-23600000,8,0.254497,0.153575
A03-23525001-23625000,4,0.0518983,0.0449049
A03-23550001-23650000,4,0.0518983,0.0449049
A03-23575001-23675000,3,0.058158,0.0565445
A03-23625001-23725000,3,0.115493,0.125897
A03-23650001-23750000,3,0.115493,0.125897
A03-23675001-23775000,3,0.115493,0.125897
A03-23700001-23800000,3,0.115493,0.125897
A03-23800001-23900000,8,0.320855,0.25756
A03-23825001-23925000,8,0.320855,0.25756
A03-23850001-23950000,12,0.250464,0.207278
A03-23875001-23975000,20,0.195468,0.148422
A03-23900001-24000000,12,0.0935823,0.0756629
A03-23925001-24025000,21,0.0962463,0.0885967
A03-23950001-24050000,23,0.179011,0.150995
A03-23975001-24075000,15,0.220037,0.199452
A03-24000001-24100000,15,0.220037,0.199452
A03-24025001-24125000,6,0.347657,0.339867
A03-24100001-24200000,3,0.0922513,0.057563
A03-24125001-24225000,3,0.0922513,0.057563
A03-24150001-24250000,3,0.0922513,0.057563
A03-24175001-24275000,7,0.0172775,0.0163781
A03-24200001-24300000,11,0.0724655,0.0761277
A03-24225001-24325000,11,0.0724655,0.0761277
A03-24250001-24350000,11,0.0724655,0.0761277
A03-24275001-24375000,7,0.138275,0.127921
A03-24500001-24600000,2,0.00981314,0.0356874
A03-24525001-24625000,2,0.00981314,0.0356874
A03-24550001-24650000,2,0.00981314,0.0356874
A03-24575001-24675000,2,0.00981314,0.0356874
A03-24675001-24775000,2,0.363822,0.19215
A03-24700001-24800000,4,0.126516,0.0875212
A03-24725001-24825000,4,0.126516,0.0875212
A03-24750001-24850000,4,0.126516,0.0875212
A03-24775001-24875000,2,-0.0201167,-0.0171076
A03-24850001-24950000,5,0.391635,0.289787
A03-24875001-24975000,5,0.391635,0.289787
A03-24900001-25000000,5,0.391635,0.289787
A03-24925001-25025000,5,0.391635,0.289787
A03-24975001-25075000,5,0.145503,0.0733358
A03-25000001-25100000,13,0.0831949,0.0490746
A03-25025001-25125000,18,0.119796,0.0828708
A03-25050001-25150000,29,0.105954,0.0849712
A03-25075001-25175000,26,0.100446,0.0881709
A03-25100001-25200000,18,0.121861,0.112286
A03-25125001-25225000,13,0.084828,0.0898037
A03-25150001-25250000,2,0.113892,0.0974787
A03-25175001-25275000,11,0.117983,0.0944844
A03-25200001-25300000,11,0.117983,0.0944844
A03-25225001-25325000,11,0.117983,0.0944844
A03-25250001-25350000,11,0.117983,0.0944844
A03-25275001-25375000,4,0.420676,0.3366
A03-25300001-25400000,8,0.419615,0.299437
A03-25325001-25425000,14,0.508929,0.320604
A03-25350001-25450000,14,0.508929,0.320604
A03-25375001-25475000,16,0.368805,0.215762
A03-25400001-25500000,16,0.285437,0.16829
A03-25425001-25525000,10,0.0723042,0.0599687
A03-25450001-25550000,11,0.0641048,0.051506
A03-25475001-25575000,5,0.0701514,0.0512849
A03-25500001-25600000,1,-0.0331217,-0.0331217
A03-25525001-25625000,6,0.120073,0.0888133
A03-25550001-25650000,10,0.274358,0.187426
A03-25575001-25675000,19,0.169973,0.11441
A03-25600001-25700000,30,0.131032,0.0975786
A03-25625001-25725000,31,0.119066,0.0962342
A03-25650001-25750000,32,0.0589314,0.0579681
A03-25675001-25775000,24,0.0671036,0.0639259
A03-25700001-25800000,19,0.081172,0.0711865
A03-25725001-25825000,19,0.0696951,0.0546362
A03-25750001-25850000,13,0.10411,0.0660087
A03-25775001-25875000,12,0.109686,0.0732784
A03-25800001-25900000,13,0.0331699,0.0401281
A03-25825001-25925000,13,0.0958613,0.0683462
A03-25850001-25950000,13,0.0958613,0.0683462
A03-25875001-25975000,13,0.0958613,0.0683462
A03-25900001-26000000,6,0.17353,0.11238
A03-25975001-26075000,4,0.177748,0.0927118
A03-26000001-26100000,6,0.159961,0.0975103
A03-26025001-26125000,18,0.278836,0.22016
A03-26050001-26150000,18,0.278836,0.22016
A03-26075001-26175000,14,0.301454,0.256573
A03-26100001-26200000,16,0.262924,0.229694
A03-26125001-26225000,4,0.0762439,0.0743215
A03-26150001-26250000,4,0.0762439,0.0743215
A03-26175001-26275000,4,0.0762439,0.0743215
A03-26225001-26325000,1,0.206069,0.206069
A03-26250001-26350000,1,0.206069,0.206069
A03-26275001-26375000,1,0.206069,0.206069
A03-26300001-26400000,1,0.206069,0.206069
A03-26400001-26500000,4,0.0266352,0.0256125
A03-26425001-26525000,4,0.0266352,0.0256125
A03-26450001-26550000,4,0.0266352,0.0256125
A03-26475001-26575000,4,0.0266352,0.0256125
A03-26500001-26600000,7,0.06823,0.0760534
A03-26525001-26625000,16,0.0464754,0.0578259
A03-26550001-26650000,21,0.048756,0.0595352
A03-26575001-26675000,21,0.048756,0.0595352
A03-26600001-26700000,14,0.0386722,0.0512761
A03-26625001-26725000,13,0.173987,0.136355
A03-26650001-26750000,8,0.22111,0.180949
A03-26675001-26775000,8,0.22111,0.180949
A03-26700001-26800000,16,0.135476,0.0954786
A03-26725001-26825000,24,0.0363501,0.0452696
A03-26750001-26850000,24,0.0363501,0.0452696
A03-26775001-26875000,29,0.0548669,0.0559982
A03-26800001-26900000,22,0.0777641,0.070885
A03-26825001-26925000,10,0.141935,0.147717
A03-26850001-26950000,10,0.141935,0.147717
A03-26875001-26975000,16,0.139502,0.121632
A03-26900001-27000000,15,0.146146,0.128702
A03-26925001-27025000,11,0.094153,0.0914932
A03-26950001-27050000,12,0.096635,0.093763
A03-26975001-27075000,1,0.118732,0.118732
A03-27000001-27100000,1,0.118732,0.118732
A03-27025001-27125000,5,0.0181183,0.0275138
A03-27050001-27150000,5,0.0248398,0.0279246
A03-27075001-27175000,5,0.0248398,0.0279246
A03-27100001-27200000,6,0.0287518,0.0325831
A03-27125001-27225000,3,0.0933927,0.0936093
A03-27150001-27250000,5,0.142271,0.136417
A03-27175001-27275000,5,0.142271,0.136417
A03-27200001-27300000,5,0.292665,0.222123
A03-27225001-27325000,4,0.307794,0.251612
A03-27250001-27350000,12,0.344804,0.270153
A03-27275001-27375000,12,0.344804,0.270153
A03-27300001-27400000,21,0.381795,0.285379
A03-27325001-27425000,21,0.381795,0.285379
A03-27350001-27450000,10,0.428062,0.323553
A03-27375001-27475000,24,0.25982,0.169724
A03-27400001-27500000,14,0.0733619,0.0598457
A03-27425001-27525000,14,0.0733619,0.0598457
A03-27450001-27550000,31,0.120084,0.0987493
A03-27475001-27575000,18,0.161104,0.122936
A03-27500001-27600000,18,0.161104,0.122936
A03-27525001-27625000,26,0.160448,0.127681
A03-27550001-27650000,12,0.178843,0.14268
A03-27575001-27675000,11,0.185469,0.156608
A03-27600001-27700000,11,0.185469,0.156608
A03-27625001-27725000,9,0.271827,0.171171
A03-27650001-27750000,6,0.282462,0.154118
A03-27675001-27775000,6,0.282462,0.154118
A03-27700001-27800000,6,0.282462,0.154118
A03-27775001-27875000,1,0.0952991,0.0952991
A03-27800001-27900000,1,0.0952991,0.0952991
A03-27825001-27925000,2,0.118596,0.131854
A03-27850001-27950000,2,0.118596,0.131854
A03-27875001-27975000,8,0.25282,0.231758
A03-27900001-28000000,8,0.25282,0.231758
A03-27925001-28025000,7,0.258289,0.240808
A03-27950001-28050000,7,0.258289,0.240808
A03-28075001-28175000,1,0.178096,0.178096
A03-28100001-28200000,1,0.178096,0.178096
A03-28125001-28225000,2,0.1522,0.0784293
A03-28150001-28250000,3,0.0987126,0.0621615
A03-28175001-28275000,2,0.0223175,0.00419409
A03-28200001-28300000,2,0.0223175,0.00419409
A03-28225001-28325000,3,0.0214085,0.0185961
A03-28250001-28350000,9,0.0123315,0.0242418
A03-28275001-28375000,16,0.0693579,0.0622019
A03-28300001-28400000,22,0.0756155,0.0685859
A03-28325001-28425000,20,0.0823981,0.0741363
A03-28350001-28450000,13,0.121982,0.0992856
A03-28375001-28475000,6,0.0940306,0.0856098
A03-28400001-28500000,4,0.167117,0.108772
A03-28425001-28525000,9,0.16409,0.127738
A03-28450001-28550000,9,0.16409,0.127738
A03-28475001-28575000,12,0.192953,0.137814
A03-28500001-28600000,10,0.188782,0.150728
A03-28525001-28625000,5,0.205719,0.158544
A03-28550001-28650000,5,0.205719,0.158544
A03-28575001-28675000,15,0.0926702,0.0649576
A03-28600001-28700000,13,0.0722078,0.0527517
A03-28625001-28725000,13,0.0722078,0.0527517
A03-28650001-28750000,13,0.0722078,0.0527517
A03-28700001-28800000,7,0.173119,0.150732
A03-28725001-28825000,7,0.173119,0.150732
A03-28750001-28850000,7,0.173119,0.150732
A03-28775001-28875000,7,0.173119,0.150732
A03-28925001-29025000,8,0.11312,0.111596
A03-28950001-29050000,8,0.11312,0.111596
A03-28975001-29075000,8,0.11312,0.111596
A03-29000001-29100000,9,0.101907,0.0957939
A03-29025001-29125000,1,-0.0306243,-0.0306243
A03-29050001-29150000,1,-0.0306243,-0.0306243
A03-29075001-29175000,2,0.137616,0.0886267
A03-29100001-29200000,1,0.207878,0.207878
A03-29125001-29225000,1,0.207878,0.207878
A03-29150001-29250000,1,0.207878,0.207878
A03-29300001-29400000,3,0.3102,0.291183
A03-29325001-29425000,3,0.3102,0.291183
A03-29350001-29450000,6,0.159608,0.164012
A03-29375001-29475000,6,0.159608,0.164012
A03-29400001-29500000,18,0.10989,0.111411
A03-29425001-29525000,18,0.10989,0.111411
A03-29450001-29550000,17,0.130684,0.127114
A03-29475001-29575000,17,0.130684,0.127114
A03-29500001-29600000,2,0.138503,0.133032
A03-29525001-29625000,2,0.138503,0.133032
A03-29575001-29675000,6,0.110633,0.0912926
A03-29600001-29700000,8,0.103261,0.0840617
A03-29625001-29725000,10,0.0825535,0.0609283
A03-29650001-29750000,10,0.0825535,0.0609283
A03-29675001-29775000,4,0.0104696,0.015382
A03-29700001-29800000,2,-0.0316051,-0.0316051
A03-29725001-29825000,4,0.213069,0.0821225
A03-29750001-29850000,4,0.213069,0.0821225
A03-29775001-29875000,14,0.298246,0.158976
A03-29800001-29900000,14,0.298246,0.158976
A03-29825001-29925000,10,0.322615,0.189718
A03-29850001-29950000,10,0.322615,0.189718
A03-30050001-30150000,5,-0.000782491,0.00793684
A03-30075001-30175000,6,0.112165,0.058763
A03-30100001-30200000,6,0.112165,0.058763
A03-30125001-30225000,6,0.112165,0.058763
A03-30150001-30250000,5,0.292165,0.295407
A03-30175001-30275000,9,0.245954,0.237337
A03-30200001-30300000,16,0.28063,0.26694
A03-30225001-30325000,16,0.28063,0.26694
A03-30250001-30350000,12,0.278559,0.258908
A03-30275001-30375000,7,0.321839,0.305
A03-30575001-30675000,4,0.274936,0.222673
A03-30600001-30700000,4,0.274936,0.222673
A03-30625001-30725000,4,0.274936,0.222673
A03-30650001-30750000,5,0.225596,0.201736
A03-30675001-30775000,5,0.0711397,0.0190897
A03-30700001-30800000,5,0.0711397,0.0190897
A03-30725001-30825000,5,0.0711397,0.0190897
A03-30750001-30850000,4,-0.0119653,-0.00563468
A03-30775001-30875000,1,0.197803,0.197803
A03-30800001-30900000,1,0.197803,0.197803
A03-30825001-30925000,5,0.249639,0.170609
A03-30850001-30950000,6,0.185206,0.138879
A03-30875001-30975000,5,0.182785,0.127094
A03-30900001-31000000,5,0.182785,0.127094
A03-30925001-31025000,1,-0.0197714,-0.0197714
A03-30950001-31050000,2,0.100548,0.114366
A03-30975001-31075000,4,0.216728,0.198042
A03-31000001-31100000,4,0.216728,0.198042
A03-31025001-31125000,4,0.216728,0.198042
A03-31050001-31150000,2,0.290147,0.281718
A03-31200001-31300000,10,0.221357,0.192123
A03-31225001-31325000,10,0.221357,0.192123
A03-31250001-31350000,10,0.221357,0.192123
A03-31275001-31375000,10,0.221357,0.192123
A03-31325001-31425000,1,0.416467,0.416467
A03-31350001-31450000,1,0.416467,0.416467
A03-31375001-31475000,1,0.416467,0.416467
A03-31400001-31500000,1,0.416467,0.416467
A03-31450001-31550000,2,0.52299,0.510989
A03-31475001-31575000,2,0.52299,0.510989
A03-31500001-31600000,5,0.474242,0.447793
A03-31525001-31625000,5,0.474242,0.447793
A03-31550001-31650000,3,0.434584,0.405662
A03-31575001-31675000,3,0.434584,0.405662
A04-1-100000,33,0.226018,0.172701
A04-25001-125000,17,0.159093,0.0919532
A04-50001-150000,8,-0.0118525,0.0053737
A04-75001-175000,14,0.0191489,0.0266056
A04-100001-200000,7,0.176731,0.10368
A04-125001-225000,11,0.162672,0.102854
A04-150001-250000,15,0.19504,0.104844
A04-175001-275000,12,0.202679,0.114311
A04-200001-300000,12,0.162722,0.0896082
A04-225001-325000,12,0.193531,0.114045
A04-250001-350000,21,0.137036,0.104166
A04-275001-375000,19,0.165928,0.128365
A04-300001-400000,18,0.167348,0.12995
A04-325001-425000,14,0.147001,0.117159
A04-350001-450000,1,0.379998,0.379998
A04-400001-500000,2,0.083423,0.0983076
A04-425001-525000,2,0.083423,0.0983076
A04-450001-550000,10,0.167068,0.156766
A04-475001-575000,10,0.167068,0.156766
A04-500001-600000,8,0.188202,0.17138
A04-525001-625000,14,0.19294,0.175554
A04-550001-650000,15,0.265318,0.246025
A04-575001-675000,15,0.265318,0.246025
A04-600001-700000,15,0.265318,0.246025
A04-625001-725000,9,0.298806,0.289297
A04-650001-750000,2,-0.0168727,-0.0167609
A04-675001-775000,4,-0.00982827,-0.00278575
A04-700001-800000,4,-0.00982827,-0.00278575
A04-725001-825000,10,0.330367,0.173023
A04-750001-850000,8,0.371212,0.220469
A04-775001-875000,26,0.444984,0.344752
A04-800001-900000,26,0.444984,0.344752
A04-825001-925000,20,0.44683,0.361109
A04-850001-950000,20,0.44683,0.361109
A04-1000001-1100000,9,0.423157,0.346069
A04-1025001-1125000,9,0.423157,0.346069
A04-1050001-1150000,9,0.423157,0.346069
A04-1075001-1175000,9,0.423157,0.346069
A04-1125001-1225000,2,-0.00647723,-0.00594265
A04-1150001-1250000,2,-0.00647723,-0.00594265
A04-1175001-1275000,3,-0.00592764,-0.00520362
A04-1200001-1300000,8,0.111146,0.110388
A04-1225001-1325000,6,0.166056,0.149165
A04-1250001-1350000,6,0.166056,0.149165
A04-1275001-1375000,6,0.167697,0.159986
A04-1300001-1400000,10,0.28367,0.253695
A04-1325001-1425000,14,0.263553,0.22082
A04-1350001-1450000,14,0.263553,0.22082
A04-1375001-1475000,21,0.225416,0.178534
A04-1400001-1500000,12,0.150549,0.106123
A04-1425001-1525000,13,0.18968,0.142654
A04-1450001-1550000,13,0.18968,0.142654
A04-1475001-1575000,5,0.255381,0.227113
A04-1500001-1600000,6,0.22067,0.188725
A04-1525001-1625000,1,-0.00321148,-0.00321148
A04-1550001-1650000,1,-0.00321148,-0.00321148
A04-1575001-1675000,6,0.0888632,0.103801
A04-1600001-1700000,8,0.205201,0.170522
A04-1625001-1725000,9,0.22067,0.182946
A04-1650001-1750000,9,0.22067,0.182946
A04-1675001-1775000,4,0.29335,0.255124
A04-1700001-1800000,1,0.282344,0.282344
A04-1800001-1900000,1,0.363799,0.363799
A04-1825001-1925000,1,0.363799,0.363799
A04-1850001-1950000,1,0.363799,0.363799
A04-1875001-1975000,1,0.363799,0.363799
A04-1925001-2025000,3,0.408323,0.35424
A04-1950001-2050000,3,0.408323,0.35424
A04-1975001-2075000,3,0.408323,0.35424
A04-2000001-2100000,3,0.408323,0.35424
A04-2050001-2150000,2,0.0876153,0.0718802
A04-2075001-2175000,2,0.0876153,0.0718802
A04-2100001-2200000,9,0.204208,0.161291
A04-2125001-2225000,9,0.204208,0.161291
A04-2150001-2250000,7,0.211586,0.186838
A04-2175001-2275000,7,0.211586,0.186838
A04-2200001-2300000,7,0.104273,0.0791032
A04-2225001-2325000,7,0.104273,0.0791032
A04-2250001-2350000,7,0.104273,0.0791032
A04-2275001-2375000,7,0.104273,0.0791032
A04-2375001-2475000,3,0.245013,0.151985
A04-2400001-2500000,3,0.245013,0.151985
A04-2425001-2525000,14,0.1811,0.116275
A04-2450001-2550000,14,0.1811,0.116275
