Row.names	x	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant
213	XLOC_007232	Bra034024,Bra034026,Bra034027,Bra034028	EUCA	sylv	OK	21.4167	4.95457	-2.1119	-0.820383	0.00375	0.0316496	yes
214	XLOC_007248	Bra033995	EUCA	sylv	OK	1.8302	6.68405	1.86872	1.13678	0.0022	0.0216844	yes
215	XLOC_007284	Bra033925	EUCA	sylv	OK	28.2532	56.9954	1.01243	0.990606	0.00285	0.0261493	yes
216	XLOC_007327	Bra007885	EUCA	sylv	OK	26.2778	4.46212	-2.55804	-1.70706	1e-04	0.00229054	yes
217	XLOC_007572	NA	EUCA	sylv	OK	2.30123	7.22828	1.65125	0.909446	0.00045	0.007078	yes
218	XLOC_007777	Bra022003	EUCA	sylv	OK	8.00556	2.88888	-1.47049	-1.05756	0.00225	0.0220205	yes
219	XLOC_007780	Bra022010	EUCA	sylv	OK	74.8158	15.9221	-2.23231	-1.94133	5e-05	0.00127487	yes
220	XLOC_007843	Bra022140,Bra022141	EUCA	sylv	OK	1.24977	8.46816	2.76038	0.706982	0.0034	0.0295449	yes
221	XLOC_007848	Bra026671	EUCA	sylv	OK	7.01417	0.488088	-3.84506	-1.24138	0.0015	0.016385	yes
222	XLOC_007849	Bra026668,Bra026669	EUCA	sylv	OK	13.3372	25.5182	0.936064	0.965787	0.0035	0.0301436	yes
223	XLOC_007854	Bra026665	EUCA	sylv	OK	4.14447	9.08388	1.13212	1.0359	0.00505	0.0389256	yes
224	XLOC_007964	Bra032927	EUCA	sylv	OK	0.155711	107.989	9.4378	0.734985	5e-04	0.00759326	yes
225	XLOC_007996	Bra032991	EUCA	sylv	OK	19.4024	7.7076	-1.33188	-1.169	0.00065	0.00912732	yes
226	XLOC_007997	Bra032993	EUCA	sylv	OK	13.5385	0	-Inf	NA	5e-05	0.00127487	yes
227	XLOC_008013	Bra033031	EUCA	sylv	OK	0.33517	9.91699	4.88694	1.96944	0.00225	0.0220205	yes
228	XLOC_008020	Bra033044	EUCA	sylv	OK	0.0452234	11.8133	8.02912	0.179636	5e-05	0.00127487	yes
229	XLOC_008036	Bra033070,Bra033071	EUCA	sylv	OK	32.1565	3.5616	-3.17451	-1.90999	5e-05	0.00127487	yes
230	XLOC_008114	Bra020643,Bra020644	EUCA	sylv	OK	24.0798	0.514487	-5.54855	-1.39375	0.00185	0.0190081	yes
231	XLOC_008118	Bra020639	EUCA	sylv	OK	16.371	5.14318	-1.67041	-1.2161	0.00035	0.00601268	yes
232	XLOC_008132	Bra020608	EUCA	sylv	OK	5.3402	13.696	1.35879	1.04222	0.00255	0.0241279	yes
233	XLOC_008149	Bra020559	EUCA	sylv	OK	11.1104	29.2906	1.39853	1.36633	0.00015	0.00318717	yes
234	XLOC_008167	Bra020507	EUCA	sylv	OK	23.9656	6.45146	-1.89327	-1.35389	5e-05	0.00127487	yes
235	XLOC_008172	Bra020500	EUCA	sylv	OK	37.2102	10.364	-1.84412	-1.67632	5e-05	0.00127487	yes
236	XLOC_008180	Bra020484,Bra020485,Bra020486,Bra020487	EUCA	sylv	OK	12.229	3.90215	-1.64797	-0.843463	6e-04	0.00854912	yes
237	XLOC_008191	Bra029414	EUCA	sylv	OK	44.222	6.98031	-2.6634	-1.8945	5e-05	0.00127487	yes
238	XLOC_008194	Bra029406	EUCA	sylv	OK	6.92009	1.19486	-2.53395	-1.00367	6e-04	0.00854912	yes
239	XLOC_008195	Bra029402	EUCA	sylv	OK	7.46924	1.98376	-1.91272	-0.892919	0.00115	0.0135882	yes
240	XLOC_008247	Bra029297	EUCA	sylv	OK	8.977	3.08223	-1.54226	-1.12635	0.00245	0.0234566	yes
241	XLOC_008252	Bra029289	EUCA	sylv	OK	1.75132	7.02026	2.00308	1.60092	5e-05	0.00127487	yes
242	XLOC_008257	Bra029272,Bra029273,Bra029274,Bra029275	EUCA	sylv	OK	4.972	25.2555	2.3447	1.4766	5e-05	0.00127487	yes
243	XLOC_008314	Bra031898,Bra031899	EUCA	sylv	OK	84.6336	139.431	0.720253	0.840279	0.00635	0.0452724	yes
244	XLOC_009015	Bra005687	EUCA	sylv	OK	83.254	27.1814	-1.6149	-1.57135	5e-05	0.00127487	yes
245	XLOC_009036	Bra005727	EUCA	sylv	OK	3.92473	10.2745	1.3884	1.0828	0.0032	0.0282375	yes
246	XLOC_009121	Bra005889	EUCA	sylv	OK	1.46461	40.1824	4.77797	2.27563	0.00025	0.0046852	yes
247	XLOC_009133	Bra005923,Bra005924	EUCA	sylv	OK	50.7585	4.74179	-3.42015	-2.002	5e-05	0.00127487	yes
248	XLOC_009137	Bra005931	EUCA	sylv	OK	4.18779	11.8522	1.50089	1.24647	0.00045	0.007078	yes
249	XLOC_009157	Bra005970,Bra005971	EUCA	sylv	OK	0.448783	6.6198	3.8827	0.349519	5e-05	0.00127487	yes
250	XLOC_009158	Bra005976	EUCA	sylv	OK	1.07395	8.01548	2.89986	0.305669	8e-04	0.0106036	yes
251	XLOC_009209	Bra006107,Bra006108,Bra006109	EUCA	sylv	OK	45.7013	6.56045	-2.80037	-1.54992	4e-04	0.00647012	yes
252	XLOC_009239	Bra006171,Bra006172	EUCA	sylv	OK	1.22088	17.2703	3.8223	2.21058	5e-05	0.00127487	yes
253	XLOC_009258	Bra006212	EUCA	sylv	OK	0.870726	11.2028	3.6855	1.96168	2e-04	0.00395469	yes
254	XLOC_009260	Bra006216	EUCA	sylv	OK	19.1005	2.39103	-2.9979	-1.40204	0.00125	0.0144526	yes
255	XLOC_009264	Bra006226,Bra006227,Bra006229	EUCA	sylv	OK	13.8122	6.75308	-1.03232	-0.931628	0.00205	0.0206042	yes
256	XLOC_009270	Bra006239,Bra006240	EUCA	sylv	OK	10.3377	38.3816	1.89251	1.49555	1e-04	0.00229054	yes
257	XLOC_009294	Bra006308,Bra006309,Bra006310,Bra006311,Bra006312,Bra006313,Bra006314	EUCA	sylv	OK	4.64793	11.0523	1.24968	0.254711	0.0032	0.0282375	yes
258	XLOC_009386	Bra006514,Bra006515	EUCA	sylv	OK	39.8367	19.1305	-1.05823	-0.825929	0.0065	0.0459697	yes
259	XLOC_009392	Bra006523,Bra006525,Bra006526	EUCA	sylv	OK	344.19	176.549	-0.963132	-0.908075	0.0019	0.019378	yes
260	XLOC_009395	Bra006536,Bra006537,Bra006538	EUCA	sylv	OK	21.2479	7.7641	-1.45243	-0.938989	0.0026	0.0243866	yes
261	XLOC_009414	Bra006572	EUCA	sylv	OK	222.091	90.9852	-1.28745	-1.23608	6e-04	0.00854912	yes
262	XLOC_009415	Bra006574	EUCA	sylv	OK	1.94051	8.10397	2.06219	1.24585	0.00245	0.0234566	yes
263	XLOC_009421	Bra006593	EUCA	sylv	OK	12.8938	5.05139	-1.35193	-1.08846	0.00205	0.0206042	yes
264	XLOC_009432	Bra006622	EUCA	sylv	OK	4.03269	111.831	4.79344	2.11376	0.00265	0.0247597	yes
265	XLOC_009468	Bra006710,Bra006711,Bra006713,Bra006714	EUCA	sylv	OK	8.41596	21.1643	1.33043	1.04298	5e-05	0.00127487	yes
266	XLOC_009479	Bra006741	EUCA	sylv	OK	3.25129	8.03722	1.30568	0.875287	0.0033	0.0288571	yes
267	XLOC_009494	Bra006772	EUCA	sylv	OK	36.2081	113.638	1.65006	0.931671	0.0024	0.0231149	yes
268	XLOC_009496	Bra006777	EUCA	sylv	OK	11.258	0.160907	-6.12857	-0.607636	0.0012	0.0140251	yes
269	XLOC_009549	Bra028933	EUCA	sylv	OK	6.17011	2.27658	-1.43843	-1.01791	4e-04	0.00647012	yes
270	XLOC_009627	Bra029104	EUCA	sylv	OK	2.80736	7.95361	1.5024	1.25407	0.00085	0.0110993	yes
271	XLOC_009640	Bra029133,Bra029134	EUCA	sylv	OK	3.06644	12.343	2.00906	0.790242	0.00655	0.0461213	yes
272	XLOC_009703	Bra022813	EUCA	sylv	OK	9.34933	93.4174	3.32076	2.19488	5e-05	0.00127487	yes
273	XLOC_009705	Bra022815	EUCA	sylv	OK	173.769	476.563	1.4555	1.55143	5e-05	0.00127487	yes
274	XLOC_009727	Bra022864	EUCA	sylv	OK	9.62119	2.24079	-2.10221	-1.31395	9e-04	0.0116268	yes
275	XLOC_009769	Bra022938	EUCA	sylv	OK	5.31834	12.375	1.21838	0.873852	0.0063	0.0450818	yes
276	XLOC_009785	Bra022969	EUCA	sylv	OK	13.8757	5.56051	-1.31927	-1.05382	0.00055	0.00806195	yes
277	XLOC_009788	Bra022975	EUCA	sylv	OK	343.216	7.12199	-5.59069	-1.45564	1e-04	0.00229054	yes
278	XLOC_009806	Bra023006	EUCA	sylv	OK	38.8722	13.2234	-1.55564	-1.42891	1e-04	0.00229054	yes
279	XLOC_009825	Bra023043	EUCA	sylv	OK	4.50265	9.52568	1.08105	1.01222	0.00255	0.0241279	yes
280	XLOC_009873	Bra000037	EUCA	sylv	OK	9.43516	2.71234	-1.79851	-1.20115	0.0034	0.0295449	yes
281	XLOC_009877	Bra000041,Bra000042	EUCA	sylv	OK	3.95792	12.3179	1.63794	0.969418	0.00125	0.0144526	yes
282	XLOC_009918	Bra000135	EUCA	sylv	OK	46.6975	2.50097	-4.22279	-2.0134	0.00045	0.007078	yes
283	XLOC_009942	Bra000190	EUCA	sylv	OK	13.7881	3.9668	-1.79738	-1.24336	0.00035	0.00601268	yes
284	XLOC_009955	Bra000214	EUCA	sylv	OK	21.5038	3.60225	-2.57762	-1.56312	4e-04	0.00647012	yes
285	XLOC_010001	Bra000301	EUCA	sylv	OK	6.78331	0	-Inf	NA	0.006	0.0438416	yes
286	XLOC_010010	Bra000329,Bra000330	EUCA	sylv	OK	7.54083	2.78436	-1.43738	-0.885687	1e-04	0.00229054	yes
287	XLOC_010020	Bra000348,Bra000349	EUCA	sylv	OK	17.5521	3.31777	-2.40335	-1.03051	0.00505	0.0389256	yes
288	XLOC_010036	Bra000381	EUCA	sylv	OK	2.00363	13.6085	2.76381	1.245	0.00715	0.0494478	yes
289	XLOC_010068	Bra000454	EUCA	sylv	OK	47.5673	26.1194	-0.864846	-0.906504	0.00445	0.0354865	yes
290	XLOC_010075	Bra000474,Bra000475	EUCA	sylv	OK	50.9339	11.8104	-2.10857	-1.02168	0.00055	0.00806195	yes
291	XLOC_010111	Bra000539	EUCA	sylv	OK	4.7549	14.4039	1.59897	1.35272	0.00155	0.0166496	yes
292	XLOC_010141	Bra000595	EUCA	sylv	OK	9.52198	3.82379	-1.31626	-1.00093	0.0042	0.0340249	yes
293	XLOC_010144	Bra000603	EUCA	sylv	OK	13.8646	24.8695	0.84297	0.84905	0.0062	0.0446299	yes
294	XLOC_010172	Bra000660	EUCA	sylv	OK	51.021	4.7998	-3.41004	-1.92737	5e-05	0.00127487	yes
295	XLOC_010183	Bra000675	EUCA	sylv	OK	1.15743	6.88937	2.57344	1.54631	1e-04	0.00229054	yes
296	XLOC_010216	Bra000737,Bra000738	EUCA	sylv	OK	17.9928	37.0012	1.04015	1.07298	8e-04	0.0106036	yes
297	XLOC_010241	Bra000785	EUCA	sylv	OK	10.3835	2.11488	-2.29565	-1.07424	0.0021	0.0209762	yes
298	XLOC_010248	Bra000796,Bra000797,Bra000798	EUCA	sylv	OK	3.22006	7.35606	1.19184	0.847659	0.0033	0.0288571	yes
299	XLOC_010259	Bra000821	EUCA	sylv	OK	236.397	44.9869	-2.39363	-2.17161	5e-05	0.00127487	yes
300	XLOC_010302	Bra000905	EUCA	sylv	OK	9.56614	2.28774	-2.06401	-1.25388	3e-04	0.00539276	yes
301	XLOC_010319	Bra000935,Bra000936	EUCA	sylv	OK	5.20886	16.833	1.69225	1.3674	2e-04	0.00395469	yes
302	XLOC_010323	Bra000944	EUCA	sylv	OK	6.09003	12.7173	1.06227	0.898516	0.0027	0.0250338	yes
303	XLOC_010328	Bra000955	EUCA	sylv	OK	9.4742	49.1523	2.37518	1.94985	5e-05	0.00127487	yes
304	XLOC_010357	Bra001018,Bra001019	EUCA	sylv	OK	8.07939	25.8929	1.68024	1.03369	0.0039	0.0324353	yes
305	XLOC_010404	Bra001115,Bra001116	EUCA	sylv	OK	7.68468	20.1299	1.38928	1.31715	0.00015	0.00318717	yes
306	XLOC_010414	Bra001140	EUCA	sylv	OK	12.6813	2.18288	-2.5384	-1.49654	5e-05	0.00127487	yes
307	XLOC_010419	Bra001156	EUCA	sylv	OK	31.2845	0.452126	-6.11258	-0.946427	5e-05	0.00127487	yes
308	XLOC_010465	Bra001247	EUCA	sylv	OK	1.64129	13.4763	3.03753	1.89599	5e-05	0.00127487	yes
309	XLOC_010539	Bra001405	EUCA	sylv	OK	21.6168	0.696983	-4.95489	-1.77921	5e-04	0.00759326	yes
310	XLOC_010540	Bra001408,Bra001409	EUCA	sylv	OK	3.29717	7.60199	1.20515	0.881163	0.00255	0.0241279	yes
311	XLOC_010557	Bra001449,Bra001450	EUCA	sylv	OK	14.9846	35.7069	1.25273	0.956811	0.0029	0.0265076	yes
312	XLOC_010572	Bra001489	EUCA	sylv	OK	28.5667	7.69282	-1.89275	-1.4009	0.00135	0.0151742	yes
313	XLOC_010604	Bra001562,Bra001563,Bra001564	EUCA	sylv	OK	24.7888	6.92858	-1.83906	-1.51381	5e-05	0.00127487	yes
314	XLOC_010613	Bra001577,Bra001578	EUCA	sylv	OK	3.17208	12.1842	1.9415	1.26429	0.00205	0.0206042	yes
315	XLOC_010616	Bra001583	EUCA	sylv	OK	3.45456	11.39	1.72119	0.774963	0.00665	0.0466559	yes
316	XLOC_010618	Bra001586,Bra001587	EUCA	sylv	OK	2.82631	32.0605	3.50381	1.81255	5e-05	0.00127487	yes
317	XLOC_010678	Bra001692,Bra001693	EUCA	sylv	OK	2.66264	9.93357	1.89945	1.24851	2e-04	0.00395469	yes
318	XLOC_010681	Bra001701,Bra001702,Bra001703,Bra001704	EUCA	sylv	OK	28.2796	8.9434	-1.66087	-1.51603	5e-05	0.00127487	yes
319	XLOC_010688	Bra001719	EUCA	sylv	OK	8.68037	0.374153	-4.53606	-0.428394	0.00575	0.0426257	yes
320	XLOC_010731	Bra001812	EUCA	sylv	OK	2.21039	6.3076	1.51279	0.964524	0.0026	0.0243866	yes
321	XLOC_010748	Bra001852	EUCA	sylv	OK	29.9806	3.13241	-3.25869	-0.888712	0.00385	0.0321852	yes
322	XLOC_010769	Bra001891	EUCA	sylv	OK	38.3247	129.381	1.75527	1.74668	5e-05	0.00127487	yes
323	XLOC_010773	Bra001897	EUCA	sylv	OK	14.861	4.17496	-1.8317	-1.35283	0.00155	0.0166496	yes
324	XLOC_010782	Bra001910,Bra001911	EUCA	sylv	OK	17.3649	4.47101	-1.9575	-1.20973	0.00375	0.0316496	yes
325	XLOC_010793	Bra001925	EUCA	sylv	OK	4.31385	12.4533	1.52948	1.17972	0.00075	0.0101208	yes
326	XLOC_010814	Bra013237	EUCA	sylv	OK	23.4017	6.15043	-1.92786	-1.51271	5e-05	0.00127487	yes
327	XLOC_010836	Bra013194	EUCA	sylv	OK	10.4408	3.45878	-1.5939	-0.871817	0.00565	0.0421748	yes
328	XLOC_010867	Bra013127	EUCA	sylv	OK	9.04319	0.886967	-3.34988	-1.59684	5e-05	0.00127487	yes
329	XLOC_010877	Bra013111	EUCA	sylv	OK	13.4588	2.36301	-2.50985	-1.459	0.00295	0.0267878	yes
330	XLOC_010904	Bra013060	EUCA	sylv	OK	1.22724	10.8547	3.14484	1.60861	0.0072	0.0497581	yes
331	XLOC_010931	Bra013000	EUCA	sylv	OK	6.76683	15.3757	1.1841	1.13255	0.00095	0.0120478	yes
332	XLOC_010954	Bra012943	EUCA	sylv	OK	7.01409	1.09255	-2.68256	-1.04894	0.00495	0.0383684	yes
333	XLOC_010988	Bra012867	EUCA	sylv	OK	22.7105	8.21336	-1.46732	-1.21808	0.00055	0.00806195	yes
334	XLOC_011010	Bra012809	EUCA	sylv	OK	14.7948	0.789179	-4.2286	-1.29044	0.00015	0.00318717	yes
335	XLOC_011011	Bra012807	EUCA	sylv	OK	43.068	10.3851	-2.0521	-1.90606	5e-05	0.00127487	yes
336	XLOC_011012	Bra012805	EUCA	sylv	OK	23.8188	12.8231	-0.893354	-0.940832	0.00395	0.0327107	yes
337	XLOC_011024	Bra012788	EUCA	sylv	OK	25.4758	4.64451	-2.45553	-2.02524	5e-05	0.00127487	yes
338	XLOC_011086	Bra012659	EUCA	sylv	OK	7.0454	30.2458	2.10198	1.41266	0.00315	0.0279747	yes
339	XLOC_011139	Bra012553	EUCA	sylv	OK	4.01389	9.69462	1.27218	0.804639	0.0042	0.0340249	yes
340	XLOC_011163	Bra038803,Bra038804,Bra038805,Bra038806	EUCA	sylv	OK	200.462	81.2058	-1.30368	-1.001	0.0031	0.027734	yes
341	XLOC_011200	Bra019384	EUCA	sylv	OK	8.34519	0.977914	-3.09317	-1.12376	0.00315	0.0279747	yes
342	XLOC_011239	Bra019307	EUCA	sylv	OK	15.5466	33.7192	1.11697	0.972061	0.00105	0.0127647	yes
343	XLOC_011253	Bra019285	EUCA	sylv	OK	7.96386	3.16186	-1.33269	-0.975355	0.0014	0.0155736	yes
344	XLOC_011255	Bra019275	EUCA	sylv	OK	11.462	27.947	1.28583	1.1722	2e-04	0.00395469	yes
345	XLOC_011260	Bra019266	EUCA	sylv	OK	3.908	9.25759	1.24421	1.04463	0.00145	0.0160194	yes
346	XLOC_011267	Bra019250,Bra019251	EUCA	sylv	OK	48.5714	17.7026	-1.45614	-1.84519	5e-05	0.00127487	yes
347	XLOC_011361	Bra019049,Bra019050	EUCA	sylv	OK	64.4246	33.985	-0.922716	-0.927143	0.00105	0.0127647	yes
348	XLOC_011394	Bra024217,Bra024218	EUCA	sylv	OK	29.4621	10.8991	-1.43465	-1.2353	0.00035	0.00601268	yes
349	XLOC_011427	Bra024158,Bra024159,Bra024160	EUCA	sylv	OK	87.3607	36.3824	-1.26375	-1.07349	0.003	0.0271147	yes
350	XLOC_011484	Bra024049	EUCA	sylv	OK	12.45	65.8138	2.40224	1.39183	5e-05	0.00127487	yes
351	XLOC_011497	Bra024014,Bra024015	EUCA	sylv	OK	4.88657	10.6892	1.12926	0.909484	0.00315	0.0279747	yes
352	XLOC_011529	Bra023953	EUCA	sylv	OK	14.1285	26.4743	0.905981	0.912323	0.00445	0.0354865	yes
353	XLOC_011547	Bra037029	EUCA	sylv	OK	27.409	0.80151	-5.09578	-0.968159	5e-05	0.00127487	yes
354	XLOC_011591	NA	EUCA	sylv	OK	7.75471	1.17176	-2.72639	-0.706408	0.0064	0.0454949	yes
355	XLOC_011626	Bra017697	EUCA	sylv	OK	3.90634	17.8378	2.19105	1.60773	0.0013	0.0148185	yes
356	XLOC_011653	Bra017753	EUCA	sylv	OK	20.3138	6.89598	-1.55863	-1.09755	0.00075	0.0101208	yes
357	XLOC_011684	Bra017823	EUCA	sylv	OK	33.9561	5.44941	-2.6395	-1.02261	0.00435	0.0349479	yes
358	XLOC_011685	Bra017824	EUCA	sylv	OK	0	11.7104	Inf	NA	0.00555	0.0416207	yes
359	XLOC_011733	Bra005667,Bra005668	EUCA	sylv	OK	4.4889	10.523	1.22911	0.860767	0.00205	0.0206042	yes
360	XLOC_011736	Bra005675,Bra005676	EUCA	sylv	OK	2.55538	6.55764	1.35964	0.859213	0.0025	0.0237942	yes
361	XLOC_011759	Bra005735,Bra005736	EUCA	sylv	OK	8.64487	53.9582	2.64192	1.80542	5e-05	0.00127487	yes
362	XLOC_011765	Bra005748,Bra005749,Bra005750	EUCA	sylv	OK	17.6	2.84732	-2.62789	-1.14746	0.00165	0.0174529	yes
363	XLOC_011766	Bra005751,Bra005754,Bra005755	EUCA	sylv	OK	6.83466	17.3556	1.34446	0.974966	0.00055	0.00806195	yes
364	XLOC_011773	Bra005769,Bra005770	EUCA	sylv	OK	7.51535	17.7884	1.24303	1.05996	0.0011	0.0132068	yes
365	XLOC_011817	Bra005861,Bra005862,Bra005863,Bra005864,Bra005865,Bra005866,Bra005868	EUCA	sylv	OK	30.6914	91.9085	1.58236	1.02991	2e-04	0.00395469	yes
366	XLOC_011828	Bra005895,Bra005896,Bra005897	EUCA	sylv	OK	7.58656	2.59555	-1.54741	-0.762162	0.00555	0.0416207	yes
367	XLOC_011835	Bra005908,Bra005909	EUCA	sylv	OK	10.9451	0	-Inf	NA	5e-05	0.00127487	yes
368	XLOC_011839	Bra005915	EUCA	sylv	OK	3.23233	7.94539	1.29754	1.01467	0.0031	0.027734	yes
369	XLOC_011846	Bra005933	EUCA	sylv	OK	10.5894	26.5145	1.32415	1.25246	2e-04	0.00395469	yes
370	XLOC_011870	Bra005998	EUCA	sylv	OK	14.984	5.62157	-1.41438	-0.992456	0.0058	0.0429306	yes
371	XLOC_011876	Bra006013	EUCA	sylv	OK	99.3455	7.93178	-3.64674	-1.80759	5e-05	0.00127487	yes
372	XLOC_011890	Bra006038	EUCA	sylv	OK	7.20043	1.64712	-2.12814	-1.19805	0.0047	0.0369329	yes
373	XLOC_011956	Bra006182	EUCA	sylv	OK	14.4779	56.5336	1.96526	1.65483	0.0035	0.0301436	yes
374	XLOC_011963	Bra006200	EUCA	sylv	OK	5.79199	13.8145	1.25405	0.971651	0.0047	0.0369329	yes
375	XLOC_011965	Bra006206	EUCA	sylv	OK	8.97679	3.34068	-1.42606	-0.973006	0.00385	0.0321852	yes
376	XLOC_011969	Bra006214,Bra006215	EUCA	sylv	OK	3.57071	12.8342	1.84571	1.50612	5e-05	0.00127487	yes
377	XLOC_012028	Bra006349,Bra006350	EUCA	sylv	OK	1.42731	8.11187	2.50674	1.21346	0.0021	0.0209762	yes
378	XLOC_012097	Bra006507	EUCA	sylv	OK	20.5232	43.2736	1.07623	0.933543	0.0057	0.0424173	yes
379	XLOC_012117	Bra006561	EUCA	sylv	OK	9.19436	28.1813	1.61592	1.3731	5e-05	0.00127487	yes
380	XLOC_012119	Bra006565,Bra006566	EUCA	sylv	OK	4.89087	16.3859	1.74429	0.686758	0.0049	0.0380723	yes
381	XLOC_012138	Bra006610	EUCA	sylv	OK	4.42834	9.72759	1.13532	0.766929	0.00425	0.0343438	yes
382	XLOC_012144	Bra006621	EUCA	sylv	OK	1.49701	6.62818	2.14653	1.30709	5e-04	0.00759326	yes
383	XLOC_012147	Bra006626	EUCA	sylv	OK	11.1064	21.3504	0.942878	1.06941	7e-04	0.009689	yes
384	XLOC_012184	Bra006697,Bra006698	EUCA	sylv	OK	4.02274	8.12687	1.01452	0.797518	0.00485	0.0377746	yes
385	XLOC_012197	Bra006721	EUCA	sylv	OK	46.4973	0.126083	-8.52663	-0.392433	0.003	0.0271147	yes
386	XLOC_012233	Bra006799,Bra006801,Bra006802	EUCA	sylv	OK	8.69857	2.00247	-2.119	-1.23992	5e-05	0.00127487	yes
387	XLOC_012242	Bra006819	EUCA	sylv	OK	10.0941	2.47633	-2.02724	-1.53727	5e-05	0.00127487	yes
388	XLOC_012272	Bra028924	EUCA	sylv	OK	32.2675	72.3083	1.16408	1.04556	0.0047	0.0369329	yes
389	XLOC_012307	Bra028992	EUCA	sylv	OK	5.80512	19.7062	1.76325	1.22575	6e-04	0.00854912	yes
390	XLOC_012318	Bra029007	EUCA	sylv	OK	120.572	60.0537	-1.00557	-1.10902	0.00075	0.0101208	yes
391	XLOC_012345	Bra029067	EUCA	sylv	OK	12.2976	23.4977	0.934139	1.00914	0.0036	0.0307316	yes
392	XLOC_012377	Bra029146	EUCA	sylv	OK	8.52288	0.732521	-3.5404	-1.48675	5e-05	0.00127487	yes
393	XLOC_012401	Bra022748,Bra022749	EUCA	sylv	OK	18.0584	7.43818	-1.27965	-1.06316	0.00085	0.0110993	yes
394	XLOC_012428	Bra022802,Bra022803	EUCA	sylv	OK	8.83434	3.5462	-1.31685	-0.92538	0.0014	0.0155736	yes
395	XLOC_012438	Bra022819	EUCA	sylv	OK	13.1867	30.3818	1.20412	1.31416	0.00015	0.00318717	yes
396	XLOC_012466	Bra022878	EUCA	sylv	OK	11.8227	31.951	1.4343	1.10011	0.00075	0.0101208	yes
397	XLOC_012468	Bra022879,Bra022880	EUCA	sylv	OK	2.19513	8.18658	1.89896	1.29707	2e-04	0.00395469	yes
398	XLOC_012485	Bra022920	EUCA	sylv	OK	17.0506	1.11555	-3.93399	-1.56283	0.00355	0.0304659	yes
399	XLOC_012493	Bra022936	EUCA	sylv	OK	80.5131	2.24276	-5.16588	-2.38738	5e-05	0.00127487	yes
400	XLOC_012511	Bra022976	EUCA	sylv	OK	2874.56	559.702	-2.36061	-1.69177	5e-04	0.00759326	yes
401	XLOC_012531	Bra023017	EUCA	sylv	OK	24.1358	54.833	1.18387	1.26466	5e-05	0.00127487	yes
402	XLOC_012534	Bra023024	EUCA	sylv	OK	16.5771	3.96361	-2.0643	-1.36277	5e-05	0.00127487	yes
403	XLOC_012544	Bra023051	EUCA	sylv	OK	2.56634	13.0641	2.34782	1.57604	0.00045	0.007078	yes
404	XLOC_012572	Bra023102	EUCA	sylv	OK	47.6708	7.18382	-2.73028	-2.13705	5e-05	0.00127487	yes
405	XLOC_012669	Bra000193	EUCA	sylv	OK	35.3202	3.55894	-3.31098	-1.67921	0.00655	0.0461213	yes
406	XLOC_012670	Bra000194	EUCA	sylv	OK	10.4636	1.59067	-2.71768	-1.60363	0.00085	0.0110993	yes
407	XLOC_012710	Bra000268	EUCA	sylv	OK	149.989	65.25	-1.20081	-1.31163	5e-05	0.00127487	yes
408	XLOC_012754	Bra000352,Bra000353,Bra000354	EUCA	sylv	OK	2.90635	6.89767	1.2469	0.854162	0.0027	0.0250338	yes
409	XLOC_012760	Bra000365	EUCA	sylv	OK	10.3473	24.6665	1.2533	1.37726	0.00015	0.00318717	yes
410	XLOC_012761	Bra000367,Bra000368	EUCA	sylv	OK	60.7516	12.0093	-2.33877	-1.69053	5e-05	0.00127487	yes
411	XLOC_012788	Bra000419	EUCA	sylv	OK	22.5718	7.41927	-1.60517	-1.29173	9e-04	0.0116268	yes
412	XLOC_012815	Bra000474	EUCA	sylv	OK	95.1263	5.67995	-4.06589	-1.63623	0.00265	0.0247597	yes
413	XLOC_012867	Bra000592	EUCA	sylv	OK	26.5014	5.59472	-2.24393	-2.09366	5e-05	0.00127487	yes
414	XLOC_012986	Bra000837	EUCA	sylv	OK	609.282	140.006	-2.12163	-1.33077	5e-05	0.00127487	yes
415	XLOC_012987	Bra000838	EUCA	sylv	OK	8.19931	16.7921	1.03421	0.941436	0.00675	0.0470509	yes
416	XLOC_012989	Bra000840	EUCA	sylv	OK	51.1129	139.261	1.44603	1.15909	0.00035	0.00601268	yes
417	XLOC_013030	Bra000925,Bra000926	EUCA	sylv	OK	6.03445	14.6006	1.27474	1.06037	0.00415	0.0337327	yes
418	XLOC_013033	Bra000932,Bra000933	EUCA	sylv	OK	3.38278	9.62472	1.50853	1.07265	8e-04	0.0106036	yes
419	XLOC_013043	Bra000952,Bra000953	EUCA	sylv	OK	72.5058	140.092	0.950203	0.940685	0.00505	0.0389256	yes
420	XLOC_013069	Bra001010	EUCA	sylv	OK	10.2442	26.3757	1.36441	1.3138	2e-04	0.00395469	yes
421	XLOC_013072	Bra001024,Bra001025	EUCA	sylv	OK	2.85071	6.82801	1.26015	0.72	0.00635	0.0452724	yes
422	XLOC_013141	Bra001182	EUCA	sylv	OK	10.4384	24.29	1.21846	1.17003	0.00105	0.0127647	yes
423	XLOC_013170	Bra001232	EUCA	sylv	OK	2.87817	12.3163	2.09735	1.67517	5e-05	0.00127487	yes
424	XLOC_013184	Bra001257	EUCA	sylv	OK	25.279	46.5155	0.879771	0.924394	0.00455	0.0361352	yes
425	XLOC_013222	Bra001348,Bra001349	EUCA	sylv	OK	7.22423	1.53959	-2.23029	-1.17223	0.00025	0.0046852	yes
